HubPrices,NodePrices,WindPower
23.19,23.42486128,18.21
25.22,25.46413301,24.6
24.25,24.49682481,10.13
24.37,24.61622663,5.56
23.56,23.81071295,7.89
23.39,23.63413301,15.91
23.67,23.90785216,8.08
23.86,24.09934761,5.28
24.28,24.51964669,10.41
25.11,25.34755308,11.94
25.81,26.04725399,17.57
25.87,26.10635672,27.54
26.4,26.63486128,34.17
26.25,26.48306676,44.3
25.69,25.91738408,16.16
25.15,25.38037496,3.69
24.97,25.2018704,5.09
26.31,26.54067405,3.88
30.78,31.00499138,0.5
27.92,28.15366493,6.12
28.92,29.15097314,3.04
26.99,27.22336584,0.58
25.17,25.40635672,4.16
25.01,25.24127223,7.14
23.64,23.8718704,0.35
24.33,24.54362603,5.47
22.99,23.22396402,0.44
22.62,22.85486128,0
22.91,23.1445622,0
24.06,24.28977679,12.07
39.42,39.11351186,7.89
25.1,25.33037496,0.89
25.1,25.33366493,13.35
26.78,27.01276767,0.12
27.22,27.4545622,0
28.11,28.34575855,0.24
27.9,28.13725399,0
27.17,27.40845034,0
26.87,27.10785216,0
26.9,27.13755308,0
26.95,27.1869549,0
27.51,27.74665581,0
28.13,28.38011478,0
28.09,28.34430201,0
27.17,27.41802116,10.69
28.19,28.48378164,5.47
25.34,25.58652572,0
24.88,25.12682481,0
22.81,23.05832025,0
26.06,26.40971111,0.27
22.28,22.52772207,4.07
22.38,22.62772207,0.19
22.88,23.11575855,17.44
23.02,23.2671239,11.82
23.84,24.08174031,0.49
24.37,24.60575855,3.6
25.3,25.55310566,1.55
26.47,26.72280657,0.54
26,26.23545946,13.86
25.14,25.3769549,11.18
24.01,24.24755308,17.44
23.59,23.82127223,12.46
23.74,23.98413301,19.61
22.93,23.1720394,17.44
23.09,23.31738408,24.21
26.28,26.40180599,30.12
26.67,26.74664369,48.37
30.75,30.46923343,76.04
29.71,29.53600788,184.89
25.14,25.0431726,198.6
20.99,21.0262668,198.6
19.83,19.87673488,198.6
23.32,23.03295259,198.6
22.61,22.32295259,198.6
20.69,20.75019385,198.6
22.11,22.07777563,198.32
35.57,34.92793503,197.97
23.03,23.09557743,160.3
24.37,24.4212212,153.96
25.08,25.16232636,197.8
