,0,1
0,89196218.12364481,-26488885.75077501
1,91269036.32074353,-26922328.555112686
2,89863842.38961484,-26692358.838291384
3,89798768.58457671,-28230448.871146835
4,86949466.58120641,-26718900.868692342
5,88689990.96361631,-26868211.442428295
6,88821636.74982382,-27082963.032362636
7,89479571.09592988,-27628780.912244964
8,89572940.58173978,-27685790.391535606
9,88689990.96361631,-26868211.442428295
10,88689990.96361631,-26868211.442428295
11,89473967.19596405,-27697906.609031916
12,88238032.75528295,-27006264.867186684
13,88390050.70117943,-27154255.102736924
14,89440278.55883254,-27773646.927930936
15,88237662.92294993,-27006643.0545888
16,89258450.65360685,-29020892.471160945
17,87374285.37225714,-27259460.810658116
18,88868340.82488154,-27819483.058150437
19,89167991.28628737,-27915798.18155949
20,88960656.35408488,-27911757.150108278
21,88903701.93324502,-27907744.53419786
22,88903701.93324502,-27907744.53419786
23,85519546.72815287,-27739546.54985408
24,89102844.60360588,-28110851.809178166
25,86214247.34959197,-31361041.045124363
26,84250440.90603726,-27740284.602228682
27,84898094.20853452,-28664103.28189054
28,84813860.14482072,-27912989.450160626
29,84360525.6231848,-27760926.92475741
30,84354143.31305996,-27748689.929803018
31,84856809.13954525,-32320795.701083045
32,84351912.14104883,-27894802.58231587
33,84675388.32106446,-28202218.71265926
34,84499673.6137803,-28224965.671290625
35,84844944.747459,-32340889.24345551
36,84577400.99731894,-28566576.90642466
37,83709502.1260605,-29196389.810405284
38,79793237.78618962,-30107661.084197655
39,83158108.10886602,-31095483.941425107
40,81204743.32902159,-30520292.384415418
41,81822173.9792972,-31064496.229115922
42,82449524.1738996,-34102933.61693995
43,79769909.69667503,-30164415.38897099
44,80560368.51460774,-33328897.446060047
45,79993754.15457457,-32977069.502677925
46,80409383.81522675,-33097207.12374964
47,74153240.65490869,-30392885.286391973
48,80544762.58579198,-33733581.480780214
49,80531854.17436972,-33334188.767138984
50,78608012.71846616,-30853752.38515196
51,78476232.42752312,-30547155.131445013
52,77825661.22636536,-31035369.413452666
53,80510084.99187163,-33386672.63398788
54,78123600.1603692,-31721267.31620416
55,77840246.41990317,-31102747.404870983
56,77834760.65068166,-31054193.21853945
57,77827603.99701814,-31037026.961074736
58,80426266.71614447,-33841573.63448553
59,77816971.87935586,-31052526.25762156
60,80198179.92024124,-33474435.857663658
61,77822038.55402373,-31055183.317294218
62,76783998.90154244,-31678432.95045139
63,80395986.65778887,-39911384.42968639
64,80034033.9752916,-35212435.922499016
65,80182091.511807,-39859981.63990752
66,77638733.31685811,-31955715.580474276
67,78794248.6421288,-35111728.60882441
68,77824438.63577037,-34274477.72412965
69,77979860.67773099,-34704800.45339314
70,79661006.10312483,-35203696.265442796
71,76800240.88701008,-31682388.251194518
72,75521600.56046994,-34117784.948405355
73,80383782.04739085,-39953227.97120196
74,78170610.8682859,-36904099.12133634
75,76211856.76538108,-34227246.62192039
76,77424716.43876098,-34806933.42533345
77,77752918.31881922,-35749093.385254174
78,77687226.10721344,-35301008.65188253
79,74126859.48494019,-34197450.18740434
80,79899627.0567833,-50682912.94335978
81,78321306.68814242,-40881554.50874985
82,79590076.32387243,-46887547.67339696
83,76876859.81982118,-34894328.22014356
84,77577982.46353786,-36572574.582741275
85,77432582.25399177,-35315844.08259281
86,76880004.1129777,-34957281.531737305
87,77539802.59641026,-35440124.5611278
88,78256452.98832712,-45132521.14701097
89,76835994.55119054,-34894370.6290124
90,77432410.5476768,-36719591.159693405
91,78206616.10411735,-40906744.10691194
92,76835994.55119054,-34894370.6290124
93,77809689.41130675,-47032825.9691928
94,72842954.27016124,-35192251.408387266
95,76400459.3650515,-36343674.454385705
96,77020503.27078465,-43888076.3397041
97,73801462.39736152,-36071976.28336017
98,73344945.55880839,-35452327.00444848
99,76407944.14305787,-46368291.136415735
