,0
1638,28.9861
1639,26.1559
1640,28.308000000000003
1641,26.474
1642,26.9458
1643,25.7785
1644,24.9309
1645,26.0645
1646,25.7845
1647,24.4363
1648,24.9035
1649,25.3656
1650,25.3648
1651,25.339000000000002
1652,23.5015
1653,21.682
1654,16.6234
1655,-1.4167
1656,17.352999999999998
1657,21.1205
1658,19.1466
1659,19.4003
1660,20.3748
1661,20.6698
1662,39.7676
1663,23.8692
1664,24.3398
1665,24.4532
1666,25.0263
1667,26.2575
1668,24.3337
1669,23.2956
1670,23.1338
1671,23.7108
1672,23.4169
1673,23.21
1674,23.3043
1675,23.4556
1676,20.5073
1677,-5.4397
1678,-15.0335
1679,-38.0265
1680,-4.417
1681,15.6068
1682,22.2215
1683,17.2299
1684,18.2566
1685,20.7575
1686,27.5492
1687,46.3568
1688,27.1186
1689,25.9038
1690,23.7276
1691,41.8837
1692,23.2019
1693,23.2595
1694,23.1358
1695,22.6433
1696,23.5391
1697,24.3578
1698,26.2558
1699,23.5651
1700,21.7048
1701,21.3601
1702,16.4497
1703,17.7851
1704,18.4648
1705,18.8216
1706,19.2917
1707,21.1416
1708,20.8058
1709,23.0578
1710,24.4532
1711,22.4613
1712,21.8077
1713,26.2887
1714,24.7796
1715,20.6164
1716,18.3481
1717,18.4477
1718,14.5199
1719,18.9861
1720,19.8935
1721,17.0646
1722,37.9033
1723,23.4489
1724,23.846999999999998
1725,19.8535
1726,16.0734
1727,-0.6629999999999999
1728,17.3891
1729,20.6206
1730,17.5058
1731,16.3049
1732,17.7722
1733,18.5355
1734,19.4061
1735,19.4949
1736,20.0958
1737,29.1848
1738,21.381999999999998
1739,20.3071
1740,19.9824
1741,19.8367
1742,20.061
1743,20.1295
1744,27.0516
1745,21.555999999999997
1746,23.2194
1747,111.9185
1748,25.2597
1749,23.7035
1750,22.5119
1751,26.7016
1752,21.2156
1753,20.1888
1754,20.6582
1755,28.9072
1756,20.9578
1757,20.6144
1758,20.8571
1759,22.2632
1760,21.7344
1761,21.8625
1762,20.3796
1763,19.9561
1764,20.3608
1765,20.0292
1766,19.9832
1767,19.8125
1768,19.8651
1769,20.3041
1770,20.2466
1771,20.9536
1772,18.7267
1773,2.7835
1774,13.8472
1775,-36.6191
1776,-33.9252
1777,-35.2412
1778,-34.1386
1779,-21.1045
1780,18.1388
1781,17.8565
1782,21.2447
1783,19.1719
1784,21.0088
1785,22.3737
1786,21.759
1787,14.6843
1788,15.5725
1789,19.235
1790,17.723
1791,47.559
1792,18.4862
1793,35.2858
1794,18.4341
1795,20.3336
1796,18.2796
1797,12.9631
1798,-0.2716
1799,-38.2924
1800,10.4759
1801,37.801
1802,0.0032
1803,10.8409
1804,18.2482
1805,16.5267
1806,21.1398
1807,1.6959
1808,18.2732
1809,19.3187
1810,19.6331
1811,19.855999999999998
1812,252.2589
1813,21.3491
1814,21.2125
1815,17.8704
1816,20.3312
1817,21.3067
1818,24.1414
1819,632.1306
1820,24.7847
1821,21.1987
1822,21.8947
1823,20.5737
1824,21.1911
1825,21.2865
1826,20.8614
1827,20.6665
1828,20.8269
1829,20.9268
1830,25.5227
1831,22.2225
1832,22.7421
1833,24.0591
1834,24.1567
1835,24.3029
1836,24.4417
1837,23.758000000000003
1838,23.5393
1839,24.5946
1840,24.1223
1841,23.0808
1842,24.4147
1843,29.078000000000003
1844,24.0646
1845,22.1281
1846,20.8158
1847,19.6332
1848,20.3363
1849,20.9852
1850,21.0988
1851,20.4337
1852,22.7623
1853,29.2564
1854,39.5463
1855,24.3626
1856,26.5099
1857,29.0264
1858,29.7628
1859,26.3294
1860,26.8062
1861,23.6561
1862,22.8539
1863,22.7492
1864,22.8191
1865,22.2605
1866,21.9293
