HubPrices,NodePrices,WindPower
23.19,15.206458447488583,18.21
25.22,17.476458447488582,24.6
24.25,16.536458447488585,10.13
24.37,16.706458447488583,5.56
23.56,15.966458447488584,7.89
23.39,15.626458447488584,15.91
23.67,15.686458447488583,8.08
23.86,15.946458447488585,5.28
24.28,16.346458447488583,10.41
25.11,17.186458447488583,11.94
25.81,17.956458447488583,17.57
25.87,17.986458447488584,27.54
26.4,18.466458447488584,34.17
26.25,18.266458447488585,44.3
25.69,17.566458447488582,16.16
25.15,17.076458447488584,3.69
24.97,16.936458447488583,5.09
26.31,18.436458447488583,3.88
30.78,22.886458447488582,0.5
27.92,20.176458447488585,6.12
28.92,21.116458447488583,3.04
26.99,19.196458447488585,0.58
25.17,17.406458447488582,4.16
25.01,17.086458447488585,7.14
23.64,15.716458447488584,0.35
24.33,19.236458447488584,5.47
22.99,15.106458447488585,0.44
22.62,14.736458447488584,0.0
22.91,15.006458447488583,0.0
24.06,16.086458447488585,12.07
39.42,122.64645844748857,7.89
25.1,17.166458447488584,0.89
25.1,17.226458447488582,13.35
26.78,18.926458447488585,0.12
27.22,19.446458447488585,0.0
28.11,20.396458447488584,0.24
27.9,20.206458447488583,0.0
27.17,19.486458447488584,0.0
26.87,19.166458447488584,0.0
26.9,19.196458447488585,0.0
26.95,19.246458447488582,0.0
27.51,19.816458447488582,0.0
28.13,20.796458447488583,0.0
28.09,20.866458447488583,0.0
27.17,19.776458447488583,10.69
28.19,21.906458447488582,5.47
25.34,17.836458447488585,0.0
24.88,17.396458447488584,0.0
22.81,15.296458447488583,0.0
26.06,21.066458447488582,0.27
22.28,14.706458447488583,4.07
22.38,14.836458447488585,0.19
22.88,15.076458447488584,17.44
23.02,15.456458447488583,11.82
23.84,16.186458447488583,0.49
24.37,16.576458447488584,3.6
25.3,17.966458447488584,1.55
26.47,19.166458447488584,0.54
26.0,18.266458447488585,13.86
25.14,17.386458447488582,11.18
24.01,16.136458447488582,17.44
23.59,15.516458447488585,12.46
23.74,16.006458447488583,19.61
22.93,15.116458447488583,17.44
23.09,14.906458447488582,24.21
26.28,30.346458447488583,30.12
26.67,35.48645844748859,48.37
30.75,84.21645844748858,76.04
29.71,68.95645844748859,184.89
25.14,53.93645844748859,198.6
20.99,0.8064584474885841,198.6
19.83,30.636458447488582,198.6
23.32,77.99645844748858,198.6
22.61,30.836458447488585,198.6
20.69,30.136458447488582,198.6
22.11,41.77645844748858,198.32
35.57,130.9664584474886,197.97
23.03,30.986458447488584,160.3
24.37,34.12645844748859,153.96
25.08,31.226458447488586,197.8
25.8,30.336458447488585,196.85
27.67,18.566458447488582,103.65
25.28,16.586458447488585,74.43
31.36,22.636458447488582,51.09
29.0,20.666458447488584,22.68
27.65,19.396458447488584,10.97
26.64,18.546458447488583,2.01
26.61,18.486458447488584,0.4
26.21,18.066458447488582,0.25
26.28,18.206458447488583,0.08
44.63,35.94645844748858,0.35
29.88,21.556458447488584,14.37
30.6,22.036458447488585,68.88
28.59,19.756458447488583,83.75
36.93,125.51645844748856,17.57
26.5,30.226458447488586,37.3
26.38,31.96645844748858,49.36
25.75,26.71645844748858,90.81
25.09,22.036458447488585,99.8
25.99,31.866458447488586,72.83
26.25,34.90645844748859,52.32
26.04,20.036458447488585,76.36
21.99,12.826458447488584,190.85
28.6,19.136458447488582,196.94
24.15,14.446458447488585,155.98
24.18,14.156458447488582,131.81
22.57,13.006458447488583,198.6
21.54,11.806458447488584,198.6
20.28,10.996458447488582,198.6
19.94,10.596458447488583,198.6
20.27,10.866458447488583,198.6
19.75,10.406458447488582,198.6
19.63,10.416458447488584,197.77
23.1,13.716458447488584,198.6
24.65,15.426458447488585,198.6
24.53,14.846458447488583,198.6
24.37,14.606458447488585,198.6
24.69,15.416458447488584,193.9
23.73,14.966458447488584,144.43
21.94,13.556458447488584,112.18
20.9,12.646458447488584,97.87
22.55,14.086458447488585,142.33
22.54,13.856458447488585,128.31
44.41,241.2464584474886,118.84
21.84,33.62645844748859,127.61
23.55,31.92645844748858,126.56
23.56,31.82645844748858,196.15
26.37,17.306458447488584,194.03
24.67,15.756458447488583,145.48
24.5,16.026458447488583,88.88
22.29,14.046458447488583,94.66
23.65,15.726458447488582,106.22
25.12,17.406458447488582,28.83
24.94,17.476458447488582,18.85
23.68,16.256458447488583,14.88
23.63,16.166458447488584,5.37
23.81,16.346458447488583,6.03
24.13,16.656458447488582,0.59
27.25,19.816458447488582,0.25
27.44,20.376458447488584,9.57
26.9,19.346458447488583,5.0
26.97,19.286458447488585,0.0
23.71,15.926458447488585,0.18
21.93,13.976458447488582,26.8
20.56,12.376458447488584,14.88
41.88,221.5964584474886,155.69
23.45,50.896458447488584,180.49
21.19,35.44645844748858,187.28
23.56,52.27645844748858,198.48
16.41,46.36645844748859,197.4
25.65,38.26645844748859,198.6
32.38,35.886458447488586,198.6
20.71,10.426458447488585,198.6
21.01,10.936458447488583,198.6
14.11,4.126458447488584,198.6
8.09,27.82645844748858,198.6
23.4,32.88645844748858,198.6
22.62,31.14645844748858,194.03
22.61,13.576458447488584,174.43
23.97,15.146458447488584,106.86
22.26,14.526458447488583,79.25
25.83,17.986458447488584,34.91
625.85,612.3064584474886,17.7
33.88,25.746458447488582,7.89
37.23,29.166458447488584,0.47
30.51,23.416458447488584,0.32
30.1,22.426458447488585,0.28
18.44,11.846458447488583,14.25
26.92,95.82645844748858,54.55
24.57,37.98645844748859,134.97
39.63,193.89645844748858,184.76
31.42,116.77645844748858,174.14
24.94,31.42645844748858,190.85
23.56,32.80645844748858,194.3
28.9,36.66645844748859,196.69
32.42,26.616458447488586,192.18
