,0,1
0,86281476.18404336,-33007506.45077328
1,70366797.6527553,-22283670.77831761
2,86248241.34361765,-27431512.3603451
3,74590149.33616549,-25015499.800586697
4,82164991.19226567,-25593534.625715695
5,83609772.4611047,-26485709.973727416
6,71611099.49945988,-24242893.282627095
7,71984554.89729704,-24792950.626571484
8,71431624.83115849,-24594817.007946912
9,86046357.05375715,-27835656.7775152
10,80365177.21756,-26563940.578022677
11,72507850.20812565,-25144387.843605142
12,73723867.5353062,-26542674.589792695
13,74162760.65974134,-26547532.664573103
14,70236974.9486717,-24906264.54074439
15,84194177.34423532,-32571988.56444623
16,72418855.90668012,-25438572.260072276
17,82383889.49106865,-28871879.83145587
18,79580631.1561692,-27083234.214985225
19,76114366.11525802,-26863910.6219464
20,82182926.99488297,-28865281.657315783
21,76766688.36332388,-27054784.062944144
22,70282896.45614168,-24973678.467297334
23,83882977.46601973,-33597947.204684645
24,70056942.00641283,-25005971.179842383
25,82310054.52772392,-28957526.601025272
26,71975270.0803248,-25738526.921358
27,77842439.63339826,-28672095.064189203
28,74676872.9146241,-28161040.019707147
29,75087174.9587104,-28285171.832217127
30,69580298.21093038,-25160105.110810984
31,83641784.87713172,-33688648.767518
32,75056052.65454777,-28287369.813876096
33,69808496.80328518,-26071275.66479375
34,82213508.38975656,-29091331.49077631
35,76969910.33102088,-29071106.014776632
36,82210698.17019233,-29087809.12567972
37,75764125.30209742,-28957189.399690904
38,83454326.86415815,-37575177.91207434
39,69215335.63810875,-25466466.37884504
40,81397165.25584418,-31270300.750753067
41,73628287.53282942,-28682054.016815268
42,83280027.9893625,-36413986.20865179
43,78641882.03628732,-30358932.456327364
44,75714499.68185611,-29055930.741543278
45,77498169.44270077,-29914200.23289963
46,76970906.69801119,-29192945.53768532
47,76969672.2992256,-29139230.67816111
48,77734952.89813256,-30063447.341074627
49,77692466.69818586,-30022035.34584307
50,72719478.55039123,-28867170.853962574
51,81320002.47856456,-31882572.915575795
52,79804873.48087451,-31474938.732903562
53,78570285.9367966,-30400935.345351152
54,72726141.2944626,-28902614.879801236
55,76946907.52637772,-29160160.42219919
56,77357860.59790055,-30101546.413331546
57,76947789.1973079,-29193980.360304065
58,77456160.12533787,-30249489.040477984
59,77450985.18906684,-30244934.585943483
60,81009100.2655182,-34219048.481715105
61,75829689.8057604,-29238189.934766024
62,80383434.67928442,-31951376.843939137
63,78978270.52975523,-31708259.63874651
64,77740598.11510973,-31493715.084100816
65,77730813.66702288,-31133784.229385693
66,77443691.57846934,-30270591.75399085
67,76858634.89861347,-29806385.660726447
68,76246571.30421856,-29370774.83003084
69,76728086.27429144,-29452616.263808884
70,77324833.33014114,-30122645.535444133
71,77326315.6199906,-30173007.248623524
72,70836354.73680462,-29263150.21013955
73,80439761.75627105,-36546666.43575945
74,76678845.7759294,-29891132.458569385
75,80249371.9270704,-32454754.593453113
76,78260162.42917392,-31892176.6654388
77,77549461.96895072,-31469107.89478496
78,80207907.31470272,-32255865.56239755
79,77292107.0052781,-30252733.975233454
80,76722484.45579872,-29945192.447024815
81,77254436.57671256,-30224411.395685855
82,80232931.1115301,-32276636.836760994
83,76678801.2684043,-29891197.77783553
84,80228073.57815418,-39409301.45770424
85,80171611.93919536,-32263365.102179058
86,77560617.1569601,-32062978.79460721
87,77094531.46059221,-31360683.681146532
88,77536856.71365117,-31489302.046754107
89,76933537.17881157,-30445655.585497588
90,76865278.60043329,-30391509.358768657
91,76721759.57952216,-29946256.2758153
92,77536856.71365117,-31489302.046754107
93,80098693.79751845,-32404268.506666165
94,74778422.06349291,-29995740.206578497
95,77536844.00961623,-31489411.943809584
96,78109488.11758846,-32331708.87741864
97,76758545.76349573,-30500883.02828313
98,76471480.54379722,-30145736.552653518
99,75251195.71054883,-30069421.609451503
