HubPrices,NodePrices,WindPower
23.19,23.483576604958646,18.21
25.22,25.525166268041826,24.6
24.25,24.558531008936942,10.13
24.37,24.677783288738027,5.56
23.56,23.87339119022989,7.89
23.39,23.695166268041827,15.91
23.67,23.96731520595322,8.08
23.86,24.159184506450504,5.28
24.28,24.579558366549964,10.41
25.11,25.40694134585376,11.94
25.81,26.106567485754304,17.57
25.87,26.165445905455933,27.54
26.4,26.693576604958643,34.17
26.25,26.5413334443619,44.3
25.69,25.97423010247221,16.16
25.15,25.437968703466783,3.69
24.97,25.25983800396407,5.09
26.31,26.598342563566238,3.88
30.78,31.06123922167655,0.5
27.92,28.212081164560818,6.12
28.92,29.2087164236657,3.04
26.99,27.281707304461357,0.58
25.17,25.465445905455933,4.16
25.01,25.299090283765157,7.14
23.64,23.929838003964072,0.35
24.33,24.597032537897164,5.47
22.99,23.282455024660273,0.44
22.62,22.913576604958646,0.0
22.91,23.203202744859187,0.0
24.06,24.347220983267867,12.07
39.42,39.03688982494069,7.89
25.1,25.387968703466786,0.89
25.1,25.392081164560818,13.35
26.78,27.070959584262443,0.12
27.22,27.513202744859186,0.0
28.11,28.404698185257015,0.24
27.9,28.196567485754304,0.0
27.17,27.468062926152136,0.0
26.87,27.16731520595322,0.0
26.9,27.19694134585376,0.0
26.95,27.246193625654847,0.0
27.51,27.80581976555539,0.0
28.13,28.442643470030973,0.0
28.09,28.40787751142338,0.0
27.17,27.480026449334773,10.69
28.19,28.557227044551762,5.47
25.34,25.648157148837484,0.0
24.88,25.18853100893694,0.0
22.81,23.120400309434228,0.0
26.06,26.4971388831503,0.27
22.28,22.589652589235314,4.07
22.38,22.689652589235315,0.19
22.88,23.174698185257014,17.44
23.02,23.3289048690364,11.82
23.84,24.142175387246166,0.49
24.37,24.664698185257016,3.6
25.3,25.616382071025548,1.55
26.47,26.78600821092609,0.54
26.0,26.29432432515756,13.86
25.14,25.436193625654848,11.18
24.01,24.30694134585376,17.44
23.59,23.879090283765155,12.46
23.74,24.045166268041825,19.61
22.93,23.232549247345624,17.44
23.09,23.374230102472207,24.21
26.28,26.432257487363735,30.12
26.67,26.76580461234566,48.37
30.75,30.39904179349402,76.04
29.71,29.492509849000328,184.89
25.14,25.018965754660346,198.6
20.99,21.035333498918906,198.6
19.83,19.888418602399916,198.6
23.32,22.961190731405416,198.6
22.61,22.251190731405416,198.6
20.69,20.765242306875503,198.6
22.11,22.069719536143154,198.32
35.57,34.767418793349435,197.97
23.03,23.111971788665738,160.3
24.37,24.43402650389178,153.96
25.08,25.18290795423535,197.8
25.8,25.920105518810395,196.85
27.67,27.937032537897167,103.65
25.28,25.556379040383604,74.43
31.36,31.630397278792284,51.09
29.0,29.287968703466785,22.68
27.65,27.940211864063528,10.97
26.64,26.93282888475973,2.01
26.61,26.901707304461357,0.4
26.21,26.500585724162985,0.25
26.28,26.575072045356475,0.08
44.63,44.89441551720097,0.35
29.88,30.158996061079804,14.37
30.6,30.865537097499338,68.88
28.59,28.84768603541073,83.75
36.93,36.22910874040186,17.57
26.5,26.64403256517567,37.3
26.38,26.495993057716362,49.36
25.75,25.90973468935288,90.81
25.09,25.288616139696455,99.8
25.99,26.09888971582667,72.83
26.25,26.328980907870076,52.32
26.04,26.255065984072584,76.36
21.99,22.254415517200965,190.85
28.6,28.84647023242701,196.94
24.15,24.394974792029178,155.98
24.18,24.405160206757934,131.81
22.57,22.81759181272538,198.6
21.54,21.786470232427007,198.6
20.28,20.542172356604222,198.6
19.94,20.20404165710151,198.6
20.27,20.531424636405305,198.6
19.75,20.01478937730042,198.6
19.63,19.90077113889174,197.77
23.1,23.367780258096083,198.6
24.65,24.910676916206388,198.6
24.53,24.783199714217243,198.6
24.37,24.622825854117785,198.6
24.69,24.95516323739988,193.9
23.73,24.00712676058252,144.43
21.94,22.232081164560817,112.18
20.9,21.190585724162982,97.87
22.55,22.835351682770582,142.33
22.54,22.8137620196874,128.31
44.41,42.92175937094449,118.84
21.84,21.923093368964107,127.61
23.55,23.66487147741799,126.56
23.56,23.678236218313106,196.15
26.37,26.635537097499338,194.03
24.67,24.92207813391887,145.48
24.5,24.784603962571666,88.88
22.29,22.584698185257015,94.66
23.65,23.950306086748878,106.22
25.12,25.43040030943423,28.83
24.94,25.26049453211958,18.85
