param Strike:= 23;

param:	RT_node	RT_hub	Wind:=
2668	-2.7031168729456105	20.8687	118.4936
2669	-33.109429121629745	19.8734	97.2312
2670	27.56111020490489	21.5217	88.8829
2671	14.40557082238224	22.9299	116.7411
2672	9.216001133436533	23.6486	92.0938
2673	26.51650163869528	23.3334	38.9605
2674	53.95837948346838	29.4674	66.6556
2675	19.83536453363755	24.5225	60.4771
2676	5.981856727109264	24.3453	59.2413
2677	3.770931001901349	24.1475	36.1963
2678	19.55033458396077	24.3281	22.553
2679	24.564902144496113	23.1634	74.434
2680	40.560244359624654	45.0923	71.3513
2681	24.193776558576268	23.1683	37.302
2682	1.9680347439402155	22.2753	22.9364
2683	29.036941568542986	23.5146	17.3125
2684	28.698617121870985	25.7157	37.4863
2685	11.999744728536806	23.7304	37.1177
2686	27.901351032039226	20.3725	71.5984
2687	9.250061507538812	18.6678	150.7857
2688	18.119838357268144	19.6232	76.6816
2689	34.1732127264822	19.7402	55.0399
2690	30.420849383763798	19.6922	6.1185
2691	21.46472407512556	19.9729	3.9729
2692	-23.07661155807951	21.5817	0.6013
2693	-32.55750278957023	23.1652	4.3461
2694	63.06254979791903	26.4022	0.4912
2695	23.168250285322088	23.9075	0.1722
2696	32.65890212240863	24.9909	0.1282
2697	28.55784710165419	24.9651	4.7192
2698	19.692824355095638	25.1143	9.197
2699	27.49071730432986	24.9449	29.9308
2700	49.43707445562032	24.8446	24.8536
2701	30.280524229364193	26.5635	53.8042
2702	38.615748389854204	25.901	82.4612
2703	-86.75448620229076	42.5984	95.6258
2704	23.106996109746976	33.6306	77.0027
2705	43.019190399307796	30.0226	82.1401
2706	18.596924417579405	29.7222	118.8441
2707	42.18162961013148	48.3038	126.555
2708	38.715685260010254	48.3364	132.5134
2709	63.43065890724781	47.5757	117.4421
2710	11.663356936660021	11.8864	86.9564
2711	-5.786587700360938	1.0599	94.0203
2712	13.643616855422929	19.0151	89.5251
2713	-12.700859619220537	17.1303	132.5134
2714	-35.47546822341706	17.1518	198.6
2715	-51.70746365721251	21.0216	198.6
2716	16.048914086347306	32.1108	198.6
2717	18.353287735482198	19.7543	196.6934
2718	3.8268341747920473	19.3041	198.2167
2719	-1.772555874156172	20.3796	170.6836
2720	11.50970406443938	19.6644	175.0092
2721	-0.4713420467224978	20.495	164.9161
2722	4.121282088476521	19.7204	154.2462
2723	-7.134125256552334	19.7649	197.1262
2724	-5.0928859196771725	19.515	197.282
2725	-17.63994102761125	19.0708	197.2473
2726	-2.2832096051102404	19.5477	198.6
2727	-10.90355014895924	21.2652	198.6
2728	-9.311958568037449	19.5309	197.3858
2729	9.310898650256725	20.2885	197.4377
2730	-25.040177648771092	18.6709	197.732
2731	-44.499141233600085	18.713	196.9877
2732	16.850658256100832	19.7731	161.1672
2733	8.069546475239214	20.7584	143.7293
2734	3.8602348486380316	17.573	101.4053
2735	18.21742812612785	18.8672	16.29
2736	60.45620874759205	28.295	9.4769
2737	10.170203490917773	19.3053	61.4656
2738	3.5398233526295915	10.4963	178.1813
2739	-7.460559032030275	17.5355	154.2462
2740	3.9084728396779553	17.808	166.358
2741	-20.271954086675436	18.7514	162.0323
2742	8.565484084885693	18.7229	183.1696
2743	40.05053473137424	19.7936	85.6721
2744	39.70727573017407	26.6177	35.2749
2745	19.80515292312382	23.2912	55.5342
2746	13.124240306928272	23.2125	37.6705
2747	18.79685812775113	24.1193	18.4629
2748	4.761639898052613	27.117	11.6887
2749	26.44110417313298	25.2711	0.5133
2750	21.021002743011657	27.1501	4.1595
2751	38.12016677866054	30.5366	12.5834
2752	28.260439747380783	26.381	0.4802
2753	12.086067326281485	28.5369	0.0
2754	24.74551995550046	27.4648	0.0512
2755	17.950098626990865	25.0162	38.2234
2756	-1.1227515043016716	22.8548	60.4771
2757	23.334296644096185	19.9507	125.854
2758	12.352922774212768	25.8895	189.2635
2759	-35.61292477063171	20.0762	155.9765
2760	0.2731836678682775	19.3818	145.8322
2761	16.136526169730207	20.6455	146.5332
2762	1.1292986736912098	19.6363	148.9867
2763	-21.983605387775828	21.161	174.7208
2764	-39.46149362762779	20.0358	168.9533
2765	-25.207648918982027	19.3475	128.3074
2766	11.017196351817972	18.1699	134.2659
2767	-9.878950579171047	19.886	112.1846
2768	25.758593484660125	21.4281	108.7903
2769	16.620369731708664	20.6262	92.0938
2770	5.878442960235302	20.1169	111.8341
2771	14.2637116160072	20.5592	111.4836
2772	24.580787144130106	20.9801	82.1401
2773	18.402509906223393	21.4538	91.7727
2774	6.909053075745753	22.5672	101.0842
2775	11.603044418905938	22.7576	102.3686
2776	12.268563020347026	23.7302	79.8925
2777	49.629510712775875	23.8196	78.6082
2778	55.29944436159896	41.3888	45.5945
2779	21.159508565631022	34.0305	60.7242
2780	1.416288040642918	33.6984	55.0399
2781	10.590624307547305	14.5646	89.204
2782	12.447925244073335	17.5123	94.3414
2783	-40.61692917636539	14.1799	192.0454
2784	-20.307658887642354	19.3391	197.1089
2785	-19.42206412251205	16.6926	197.3512
2786	7.1098704835834345	16.7202	196.9704
2787	-11.437887824139167	28.9867	198.234
2788	2.0760007103143683	17.9343	198.3552
2789	2.463511914832612	20.8361	186.614
2790	8.455413145369048	21.2936	188.4686
2791	-5.318157653559776	19.8415	195.7547
2792	-7.9491965542773855	19.8457	197.7147
2793	1.2733045542177095	20.9772	198.6
2794	-122.19415682632034	21.9012	193.6351
2795	-4.254781255419523	25.3491	198.4763
2796	-32.35526897317082	22.1936	198.6
2797	-18.50716156593119	21.3193	198.6
2798	-0.9242537773317387	22.2005	198.6
2799	9.089302415334586	20.9692	198.6
2800	2.6250741043616688	21.1609	197.7839
2801	-34.91421100982319	19.4288	185.6866
2802	-9.555165463397554	20.0206	160.8788
2803	17.359906304317718	20.8037	71.3513
2804	22.521194257543463	20.2498	50.8385
2805	-6.5596893604094735	20.807	91.4516
2806	7.18364217058371	20.4326	77.0027
2807	10.22181650968828	19.7133	34.5378
2808	28.986176890223824	19.6652	0.0347
2809	13.746921942055847	19.7865	0.0347
2810	4.277524867381304	19.8741	0.4857
2811	39.134766932402	19.6008	0.1227
2812	12.977263738090382	19.5025	0.0
2813	30.481270046060857	19.4407	1.081
2814	13.959211094312836	21.4582	14.1171
2815	45.87718994036392	25.8943	17.9516
2816	21.45109190561097	24.1494	20.1245
2817	7.719721429247855	23.9215	36.7491
2818	5.048572514245315	23.2442	51.0857
2819	4.011306810869272	24.0293	88.2408
2820	13.251979172911804	22.2858	96.9101
2821	11.796886041302418	21.706	77.6449
2822	26.74377806343748	21.4597	87.2775
2823	18.34445382857802	22.316	72.3398
2824	17.333389146719178	21.8857	87.2775
2825	-14.226715269064286	21.72	41.7247
2826	25.73483314048637	21.9409	15.5231
2827	58.01410246456521	23.4357	8.8239
2828	25.933903464566608	25.8173	1.2676
2829	20.834280548149465	27.5481	0.1117
2830	34.186295286502535	26.4739	0.1337
2831	55.59356431472804	22.3889	0.4802
2832	38.70893480201904	35.2592	14.1171
2833	8.826796946602586	23.2581	42.6461
2834	10.733495209165945	21.6143	105.5794
2835	11.122051533305278	21.3095	170.972
2836	-1.1457846852146003	20.9808	188.6011
2837	5.677862809893617	23.5661	181.6418
2838	9.302564167409775	20.5862	167.7998
2839	37.05543837646111	22.274	37.8548
2840	46.19397432179771	23.4494	9.6634
2841	33.09918426639014	25.403	0.2712
2842	36.440958386191724	26.7787	0.4142
2843	38.80493109671192	25.9991	0.0567
2844	27.203816598263888	26.6123	0.2162
2845	128.64386188274966	124.7176	0.1502
2846	-69.73021056056348	27.3131	0.0
2847	38.252447837523434	27.646	0.0
2848	36.68915849306251	37.6967	0.0
2849	35.082474962351796	33.7107	0.0
2850	33.29898599329684	27.1212	0.0787
2851	18.41132658525605	24.813	15.9066
2852	48.64972163829223	24.2104	19.2298
2853	-67.2124679779686	22.4818	30.8522
2854	20.96751462361121	30.3683	51.58
2855	11.654100563017677	19.7289	68.3856
2856	19.82464718815129	19.5162	90.1673
2857	3.5821294910691814	17.9449	107.8271
2858	22.041818602657123	17.7599	138.8223
2859	-10.09654437576372	17.5062	166.6463
2860	7.7200498749777635	18.1838	181.3534
2861	-2.928867846797118	19.3045	142.6778
2862	21.215180525489554	19.2397	141.9768
2863	14.817422494648635	22.0494	107.1849
2864	27.16333211344545	23.3996	70.857
2865	2.8924053900888325	23.5818	70.857
2866	50.40267244541653	24.2111	72.0927
2867	33.51591004230969	26.3788	49.85
2868	26.97722230773706	25.243	52.3214
2869	16.843917162776233	26.5238	50.3443
2870	35.157498829037316	33.9441	41.3561
2871	25.109904964362077	32.0817	36.012
2872	56.626197536744854	59.6493	42.4618
2873	36.33211676412825	26.8067	40.8033
2874	40.158302145093714	24.6769	34.9064
2875	11.192460289245709	23.5729	104.2951
2876	-42.40112183150831	28.7683	148.9867
2877	1.562657732855229	20.3371	149.9206
2878	-0.21409235301866048	20.2171	149.3372
2879	-1.6644498237161571	7.2946	166.358
2880	20.28759766639282	23.8677	135.6678
2881	2.794019086671309	20.3971	104.6162
2882	2.624882902751743	20.8549	78.2871
2883	1.1631183904091422	17.7781	74.1129
2884	17.824094192849493	19.1205	72.587
2885	26.538914767533864	19.9889	64.6785
2886	13.6495709176442	20.5351	67.8913
2887	39.13179964820232	20.3712	26.9824
2888	29.85821061694619	25.261	42.8303
2889	26.306375804849853	28.2447	76.0395
2890	27.221614758422533	27.7575	71.1041
2891	23.222534054321446	27.8551	48.3671
2892	28.23739470366641	37.5289	52.0742
2893	33.62494620436738	30.4052	54.0514
2894	40.3592328626974	28.8398	45.9631
2895	44.9313730302062	30.8119	31.7736
2896	34.32790697371601	29.4741	24.8536
2897	-217.7411908283641	61.7259	45.0417
2898	18.929134720512934	24.2232	62.7013
2899	17.623396812170633	24.0361	106.2216
2900	7.482758268007448	23.6186	139.8738
2901	6.2617238006424545	22.8852	160.0137
2902	9.0534318325059	21.3695	183.1696
2903	1.5121577062637568	17.6428	172.1254
2904	18.61842595433805	18.5267	150.4974
2905	2.7297080343490587	19.6312	143.0283
2906	24.713235241636625	18.179	189.5284
2907	10.228261523082619	20.3019	185.5542
2908	7.338230016258468	30.3602	188.2037
2909	8.645198785999046	20.5708	197.6282
2910	23.699670996678467	37.2768	197.3858
2911	18.795111461405835	20.7918	184.2294
2912	8.240064337446654	26.6047	184.0969
2913	23.203547241169662	24.8325	172.1254
2914	13.202059741564634	23.1256	156.8416
2915	-2.9829361611124803	22.8878	147.9352
2916	15.459968172459982	36.17	145.1312
2917	22.209067786970905	24.6853	169.5301
2918	4.792656600623683	25.294	182.5073
2919	167.55559354733666	179.3524	184.8918
2920	38.44862226900382	27.7719	186.0841
2921	-6.894322904526348	24.1971	185.2892
2922	7.466642532485789	28.712	175.2976
2923	0.3730418294621137	23.4209	172.7022
2924	-5.408657563610703	21.4347	192.0454
2925	-4.1873454709604045	20.4046	197.6801
2926	-53.73756958699444	5.4028	198.6
2927	-38.54329564024868	12.6806	198.6
2928	-14.5131971663695	18.9215	198.6
2929	-7.324015672154353	16.1862	198.6
2930	-17.963510893089406	15.697	198.6
2931	-83.29534402122249	14.2036	198.6
2932	-5.442050534920528	14.2992	198.5975
2933	-66.7770940532818	16.742	198.5456
2934	-3.128434519066012	16.0782	197.2473
2935	-28.33733929605052	19.8231	168.9533
2936	-17.351574594275903	21.8254	168.0882
2937	-58.020074936922704	24.1389	137.0698
2938	-4.5096836022386455	24.2641	118.1431
2939	13.163846540479483	24.7647	185.9516
2940	-5.147648098677681	30.2644	197.9051
2941	-11.94111799252772	25.276	198.6
2942	1.6625103433939366	23.9561	198.6
2943	-3.602151543744366	23.3684	198.6
2944	-9.381800402209292	24.0154	198.3379
2945	-5.8336391844580255	25.5954	197.6628
2946	6.208592109687028	26.3987	184.0969
2947	-9.625041454536856	22.4709	196.9704
2948	4.2582116032912465	24.4192	197.5416
2949	12.940866735652056	22.8568	197.2993
2950	11.539623080352746	21.5896	74.1129
2951	23.55003221449889	20.8624	4.9058
2952	39.666547593747886	22.5004	4.5327
2953	38.26320845100997	23.081	61.2185
2954	14.046718120643936	25.7275	58.2528
2955	-109.72232208693922	26.0171	30.1151
2956	20.33098187969803	26.5261	89.5251
2957	33.988620268459556	57.2671	153.0927
2958	34.118758773566945	27.2733	161.744
2959	21.362642379754828	24.8652	84.7088
2960	17.297836796977894	26.9092	43.93600000000001
2961	26.661411360543433	24.9335	51.58
2962	29.35144268089003	29.0026	110.7826
2963	24.19932498507884	24.8445	96.589
2964	-53.138377663831996	26.407	96.9101
2965	2.950158863428033	25.5921	112.8856
2966	6.672586623591535	25.3118	187.1439
2967	-7.872575386143982	25.8255	197.3166
2968	2.365325952713647	23.6952	196.728
2969	-2.466288992024399	23.4332	192.1779
2970	12.723895816286195	22.3603	186.614
2971	5.548622865242192	23.3282	169.5301
2972	9.186426796990542	24.557	129.3589
2973	38.65356555451461	23.551	125.854
2974	-5.1430800841299265	19.5605	163.7626
2975	9.937164395188491	18.8081	147.2342
2976	-42.83830887236131	18.338	132.1629
2977	16.421366981413268	18.1563	143.0283
2978	2.8537716245072717	17.5587	126.2045
2979	-1.4817049139773744	17.8208	105.9005
2980	8.86845340422085	17.9193	102.0475
2981	-2.9110063652209885	20.0261	174.7208
2982	-0.9123383291172472	20.29	172.9906
2983	12.81635359408592	20.3788	114.9886
2984	16.89458885153003	20.371	109.4325
2985	18.99444988053419	20.8725	113.2361
2986	6.5084722028348345	21.7609	162.3207
2987	8.678599723725043	21.3723	183.5671
2988	-31.23145925973158	21.6592	198.5975
2989	-0.16890208471690116	21.6643	198.6
2990	14.660709268900408	21.5139	198.6
2991	-3.3590981821392316	20.9222	198.1648
2992	4.063859438794975	21.8101	193.3702
2993	10.477880477477274	20.6788	169.2417
2994	3.3383432412713816	19.8378	103.6529
2995	-24.903984990149514	19.5024	132.8639
2996	6.7832028508332645	20.9789	151.9392
2997	-2.4794572199903264	20.3759	120.246
2998	19.889324044709564	17.2112	41.909
2999	-24.426961412260297	18.6143	124.1015
3000	2.979537010866217	19.8786	106.2216
3001	16.576162688168072	16.706	136.3688
3002	-139.91479817630804	16.3612	184.3619
3003	31.40517724356999	25.7919	188.9985
3004	-126.22575043395098	15.992	130.0599
3005	-18.50999830609069	18.2888	141.2758
3006	1.0131869228506432	20.963	182.5073
3007	-329.68021248919996	18.2781	182.1098
3008	-17.09052293222756	17.7848	198.6
3009	-6.217654280853028	20.2631	198.6
3010	7.0235409205813495	19.5451	198.6
3011	-7.923359465278356	14.2804	198.6
3012	8.448749811304817	28.5143	198.6
3013	33.67095736837302	53.9659	198.6
3014	-10.11616451101728	20.5123	198.6
3015	-9.28359253669474	18.963	198.6
3016	-34.03753486476753	9.7339	198.6
3017	70.51876004208322	121.3745	198.6
3018	8.611411750413852	21.2408	176.7394
3019	6.665718791980815	19.5461	158.2835
3020	-4.857751434294297	21.3614	197.3858
3021	-30.461988434669372	21.0879	197.9051
3022	1.166210096594103	20.7313	184.2294
3023	-0.6223575025196979	18.0736	195.2248
3024	-5.223694779588397	17.8997	198.6
3025	-23.22335025665346	17.1832	197.5762
3026	4.488768352344115	15.3423	197.3858
3027	-22.266175924532728	15.9012	196.9011
3028	11.780278906410954	17.1406	196.8146
3029	-7.739309701651366	17.3697	198.4071
3030	-4.842152625565365	19.473	198.6
3031	17.642786078526967	20.8167	198.6
3032	11.914018346773693	20.2423	198.6
3033	12.990161017089848	24.0225	198.6
3034	-4.424441005810202	21.4047	198.6
3035	-19.914673539717125	22.7614	198.6
3036	6.213745970788871	29.1806	198.6
3037	-21.73567887848329	24.7133	198.6
3038	1.5039514755792318	24.8	198.6
3039	1.81348568307838	23.4061	197.282
3040	37.77239448641697	22.1195	110.4322
3041	7.318133642206106	27.5243	97.2312
3042	31.97053090097231	23.4826	59.4885
3043	40.68513038108851	25.416	64.4313
3044	21.93682866630021	23.4819	44.4889
3045	33.11938885393944	24.2612	0.0677
3046	27.17514999493163	20.7774	0.0
3047	34.858666690841716	19.2702	0.0
3048	31.25695792080869	19.0834	7.7977
3049	35.605943859089635	18.5788	0.1007
3050	39.3066834022882	18.7951	0.0237
3051	26.99929238246889	18.5973	4.0662
3052	16.831272309080113	18.7794	0.5023
3053	31.883783117729763	21.0379	11.8165
3054	51.720759276151846	23.0558	10.5963
3055	41.76167874256554	25.2575	20.2523
3056	30.77201297330194	29.9789	22.2973
3057	28.263818581413165	26.4532	56.0285
3058	-106.11795746792411	25.7318	74.434
3059	28.817879789910368	25.2786	57.5114
3060	39.906634808354255	27.0686	16.8013
3061	-13.395826783391795	30.3096	0.0
3062	54.793390551405686	28.2531	0.0
3063	25.718389239121667	25.603	20.7635
3064	19.734013299799987	22.2564	106.2216
3065	2.212110966602061	19.7309	144.4302
3066	43.81446882449372	21.6618	107.506
3067	24.867815631900378	22.7642	42.6461
3068	25.07242382894391	29.057	23.8311
3069	29.730033070990554	25.4023	54.7928
3070	6.21169152613116	20.3234	79.2503
3071	-8.86454041924926	19.236	96.9101
3072	19.172412739001032	18.9568	51.8271
3073	36.80927726715724	23.9487	63.6899
3074	21.428708311955774	19.8092	42.4618
3075	-13.04458316436016	20.2139	35.0906
3076	-10.317755821601112	20.0843	102.6897
3077	13.37076903772619	19.715	95.9468
3078	16.68787411713601	19.274	95.9468
3079	10.490891969953976	20.4308	101.4053
3080	12.191551284460745	24.6704	59.7356
3081	242.62265164396237	225.1152	56.0285
3082	34.80208223906822	26.4312	2.6669
3083	-3.6880006753548567	26.9773	184.0969
3084	13.022528403225596	27.3983	150.4974
3085	9.257699689543399	23.8761	19.741
3086	7.702221204066862	21.3408	120.947
3087	11.591409515679086	36.7471	149.6322
3088	10.979619367712814	43.6562	147.9352
3089	21.01668440736811	41.9708	182.1098
3090	3.799220210741773	22.1635	154.5346
3091	19.653507377756227	27.9293	112.5351
3092	146.66457678490178	142.2335	110.0817
3093	28.01030637784198	29.6858	91.7727
3094	4.941023991959668	22.5077	90.4884
3095	26.934821538339033	21.6854	71.5984
3096	27.5753231495033	20.8144	42.8303
3097	23.057482741166798	20.1143	44.3046
3098	8.401616656676438	18.5995	58.2528
3099	19.29791686900758	18.2765	60.9713
3100	-52.94420838921608	18.2622	27.1667
3101	20.13478238029536	17.9965	14.3728
3102	20.378147853661307	17.9898	17.695999999999994
3103	65.39157681201888	84.1111	121.2975
3104	15.826372649567787	48.559	170.1068
3105	35.170361592867835	35.6072	126.9055
3106	-13.898628992468543	-5.2809	139.1728
3107	21.829222889230213	17.0305	129.3589
3108	-0.4702634941714337	21.3922	93.3782
3109	18.161213461446213	22.9515	60.4771
3110	9.958134731273207	23.2876	52.8157
3111	33.80887663838133	25.6917	46.39
3112	15.753599122139367	27.9435	61.9599
3113	22.575708038122936	22.4463	72.8341
3114	8.480848906698633	24.8996	83.1034
3115	17.266038486245165	24.1741	82.4612
3116	27.10023559978925	28.7537	83.7455
3117	37.675469272791844	44.1145	73.0813
3118	4.533070395205679	0.0089	155.3997
3119	-65.69509447608345	1.957	161.1672
3120	-11.846451890630483	1.8443	163.7626
3121	13.62446569575472	31.6262	188.0712
3122	-2.5940947066346394	6.7988	194.8274
3123	-12.232216570898492	11.6457	188.9985
3124	-58.9333431679733	17.4458	166.0696
3125	-4.782277584170117	18.2452	176.4511
3126	-4.949377049324003	20.4059	148.6362
3127	5.002665686342277	20.3271	160.0137
3128	0.15849883670464848	18.0073	167.5115
3129	14.89193728494325	20.2553	103.974
3130	28.44648147526761	22.1604	94.9836
3131	54.84371062806336	22.7053	65.1727
3132	2.8652678510051746	23.6843	56.7699
3133	8.821420729889754	24.7382	63.1956
3134	-6.3476217421675045	26.2744	45.226000000000006
3135	25.62705855616013	27.0561	44.6731
3136	6.503357846631111	25.1109	41.3561
3137	18.100569980017998	25.8604	21.5304
3138	23.529948584182016	25.2634	22.553
3139	22.22782329477825	32.9782	18.9741
3140	216.5467604725316	222.9822	10.6896
3141	33.679516699415146	26.5474	9.0104
3142	30.07435391157761	23.6127	0.8945
3143	39.47046598757945	21.9762	0.5298
3144	19.625893259499254	20.1369	4.3461
3145	26.701228391823488	20.6383	0.2382
3146	27.75302840729401	19.8817	0.0
3147	29.217840734908318	19.634	10.3164
3148	15.59329013125642	22.0446	81.819
3149	13.475855293265836	21.8367	107.8271
3150	8.484646999391174	24.1789	107.8271
3151	30.04373034145473	24.7415	59.4885
3152	6.173920885351592	27.3678	28.8252
3153	-2.393071463208553	24.0885	30.8522
3154	-5.188129033708918	25.2016	20.1245
3155	49.733221675217244	25.0711	16.5456
3156	3.3146161500937987	25.2758	13.2224
3157	20.230488374093174	25.254	31.2208
3158	19.892336738897328	23.4819	43.1989
3159	15.003741693788646	24.8492	50.3443
3160	-72.48381237942938	27.2017	59.4885
3161	15.887053503043678	23.9814	66.1613
3162	15.66038165392611	21.7035	63.1956
3163	35.846817640148785	23.5068	96.589
3164	14.589912729663682	22.5185	113.9371
3165	24.967496745386807	38.1258	124.1015
3166	6.509181783097602	28.258000000000006	184.7593
3167	-29.20678838900016	-1.5334	196.7973
3168	11.068433256355627	27.2097	181.9774
3169	-20.847391816573566	21.0282	157.9951
3170	7.0661188782326825	27.2943	144.4302
3171	4.083371865943528	17.8291	94.3414
3172	-27.045971198409575	20.5354	64.4313
3173	29.11087728903725	23.63	59.7356
3174	13.377243249227886	24.2753	79.2503
3175	15.493130165948529	26.79	47.3786
3176	215.28275398677727	215.519	48.3671
3177	21.80205738727942	31.6695	84.7088
3178	17.634385582545193	23.3261	98.8366
3179	27.31822734289984	23.083	99.1577
3180	26.007226848777147	22.916	117.4421
3181	3.1166281191117307	22.4471	130.0599
3182	-53.34684558924492	19.7783	146.5332
3183	16.615504495553342	21.1055	144.0797
3184	28.539373660711192	21.6055	112.1846
3185	6.462251673693472	21.716	125.153
3186	-6.241425843761223	22.1883	171.2603
3187	-5.555094225454706	21.9034	189.3959
3188	-22.83086274798032	22.981	177.0278
3189	-8.48117140771842	19.5079	162.0323
3190	-48.267873854005934	-35.4861	100.4421
3191	-52.674722259908684	15.8751	112.8856
3192	-0.9512501568706676	13.3494	130.4104
3193	-0.25751771088264874	17.5803	116.7411
3194	1.1719531205667335	16.9201	103.0108
3195	13.554487062668395	16.858	56.7699
3196	-37.805728764310174	18.9377	34.3535
3197	38.60122174828338	30.2683	38.0391
3198	26.558771765477147	29.4756	13.2224
3199	26.67334845125352	30.0712	2.2005
3200	65.72174405156488	58.2516	0.5903
3201	-197.35365749971848	24.3558	0.2657
3202	32.682464217851795	35.2692	0.0
3203	-146.3197802058735	31.7897	0.0
3204	37.10533450213649	33.4853	0.0
3205	46.14200763876937	35.1407	10.4097
3206	47.02059981702883	31.1877	29.7466
3207	24.889338239390234	34.3504	54.2985
3208	21.552023307870808	28.5663	74.434
3209	5.435024652758273	31.2871	95.3047
3210	47.317308203173596	27.9971	97.2312
3211	26.38139313102536	27.4766	89.5251
3212	12.966355401171631	23.9571	114.9886
3213	-58.517258233680494	19.971	166.6463
3214	22.9773062884972	27.1703	169.2417
3215	-200.3553756623276	16.8853	164.3393
3216	30.700547346779608	27.72	122.6995
3217	-45.49515111735249	25.9802	82.1401
3218	-11.758407235705945	18.2442	198.6
3219	40.7929886133391	40.5127	122.349
3220	3.6936399318651003	19.5187	160.8788
3221	2.958385579920808	22.9049	133.9154
3222	11.742807374378787	21.7345	178.7581
3223	-22.97293737340713	23.3453	152.516
3224	31.39942620828969	39.8547	148.9867
3225	10.327476982211364	26.3906	184.3619
3226	2.7819427979348528	21.7313	195.8872
3227	29.207753742500692	24.2091	157.7067
3228	11.987773556043004	30.0547	188.0712
3229	1.5784156578142792	20.2866	195.4898
3230	-7.979894414738602	22.9046	179.0464
3231	29.590972088998857	20.0127	182.2423
3232	6.381741808616207	21.0317	186.0841
3233	0.08055627963942412	22.8168	191.2506
3234	-367.6892088044208	22.5678	174.4324
3235	10.861344930205538	22.8781	166.9347
3236	36.04887225847128	42.4521	168.665
3237	-14.163976009028552	19.444000000000006	175.0092
3238	0.6726752736338888	20.9469	182.3748
3239	-2.225471337529488	17.7694	186.349
3240	-24.90727402017975	17.1005	198.6
3241	13.901907409902122	17.9691	197.6108
3242	-43.053939471581465	18.1441	197.1262
3243	-5.508976464789576	17.0723	101.4053
3244	21.254836992889167	18.0984	0.4692
3245	17.367514733738066	20.3184	17.9516
3246	6.3145299718280565	20.0143	19.741
3247	62.384387635876315	38.0652	1.081
3248	30.909098249617163	23.9188	37.8548
3249	18.737276350204453	23.233	68.6327
3250	29.603261757573033	25.5644	15.9066
3251	21.4384102953875	23.8741	14.6284
3252	48.781277946082824	29.0977	19.3576
3253	40.327936208610744	27.0901	35.4592
3254	37.56848448957117	23.5193	19.6132
3255	24.298824099290247	19.9795	41.909
3256	27.858117763583394	26.0994	17.5682
3257	32.144525293590355	34.0775	11.3052
3258	-50.864513951379536	22.1581	95.3047
3259	10.603105472260069	26.2227	88.2408
3260	26.101639278412126	24.3201	93.3782
3261	5.380101549145305	23.2419	131.8124
3262	-25.227213011524046	14.3922	150.209
3263	-14.307930555623221	17.0337	178.4697
3264	4.327117344630533	16.5383	116.0401
3265	32.56472873496568	13.4985	130.0599
3266	8.78614690155679	16.834	115.3391
3267	41.45618528600117	16.9563	86.9564
3268	1.257852135605123	16.9179	94.0203
3269	7.4074388040750225	17.5715	85.6721
3270	8.091371358293657	15.7187	146.5332
3271	4.956626394171298	27.0233	76.0395
3272	63.74144176479403	54.4891	28.0881
3273	29.344927491330576	25.9635	8.2641
3274	21.125198636688264	23.7464	11.6887
3275	36.4769313610709	24.1665	31.0365
3276	12.825109948558914	24.3351	38.7762
3277	46.75626909731871	23.8698	38.7762
3278	40.71358361894409	23.8544	35.0906
3279	35.151310220331325	24.1816	22.8086
3280	34.6246380746951	32.6553	8.8239
3281	44.78765230544688	33.2094	10.7829
3282	25.303336650838503	31.4083	21.9139
3283	41.74368410756146	29.4111	35.8278
3284	687.7105637078758	686.1532	25.2371
3285	41.27235910878106	24.4918	16.4178
3286	13.440185739264411	23.306	32.1422
3287	23.48104382506957	32.681	58.0056
3288	28.25118619181571	19.2818	69.127
3289	44.632810962571405	38.3015	16.5456
3290	46.67081092428765	40.811	19.8688
3291	35.31590477747283	34.3065	60.4771
3292	36.19370892803137	37.0356	34.3535
3293	47.16653713973722	42.1247	10.7829
3294	40.084553644390226	44.8012	3.8797
3295	37.488480731087655	23.3225	45.226000000000006
3296	27.687332531555377	23.5586	119.1945
3297	7.908643424264086	23.214	146.1827
3298	0.5487907052514345	22.3374	135.6678
3299	12.138810336383207	26.6645	126.9055
3300	26.979965952758214	29.5102	132.1629
3301	-4.0474627912588375	31.7038	137.4203
3302	54.96955078047705	74.5404	125.854
3303	35.75052296807646	57.8798	126.2045
3304	-17.397417011388224	32.9463	97.5523
3305	16.845150001828202	25.5515	80.5347
3306	33.000616678153136	38.5229	86.9564
3307	4.865804916222711	24.6402	98.1945
3308	21.380400334072565	24.5407	139.1728
3309	39.309249427013576	22.9508	139.1728
3310	4.881216903695197	28.4734	149.6322
3311	1.9217603618250525	10.7964	149.6322
3312	15.917767852542696	35.7183	143.7293
3313	2.4393209207722872	16.7651	174.7208
3314	11.372265212732037	22.0567	182.3748
3315	-3.5539713606739447	22.2522	193.5026
3316	13.689330886678894	18.5334	184.3619
3317	-0.3017629339917249	22.1781	196.9011
3318	-4.539517702262953	21.7332	197.4377
3319	-244.35703671559662	17.785999999999994	195.6222
3320	2.743665642592184	19.5368	168.3766
3321	0.4290354102541976	20.9588	169.2417
3322	-10.84221483946992	22.584	98.8366
3323	57.46452154729677	29.2094	94.3414
3324	-19.044191734117632	25.4446	126.9055
3325	75.12583404401789	97.4346	196.9704
3326	-30.04506508241609	13.5308	156.5532
3327	10.680572611356537	18.6033	58.9942
