,Value
268,-11.8162
269,-17.0581
270,19.3392
271,24.1415
272,22.3413
273,19.8979
274,21.6576
275,27.1816
276,24.5015
277,24.4432
278,24.364
279,25.3339
280,25.5706
281,29.9568
282,35.5676
283,135.7246
284,27.0227
285,26.0546
286,26.6672
287,25.4895
288,25.1752
289,25.9791
290,26.0945
291,26.215
292,26.3703
293,27.2244
294,27.2353
295,133.5551
296,34.3572
297,31.3986
298,29.4054
299,28.1211
300,27.0787
301,27.2247
302,40.7166
303,26.4262
304,26.1837
305,27.7007
306,135.3422
307,30.5795
308,27.8596
309,28.7631
310,26.6921
311,25.9551
312,24.4765
313,24.0288
314,23.8913
315,23.757
316,24.0378
317,24.6591
318,26.023
319,36.2805
320,30.7408
321,31.7184
322,31.3305
323,34.6295
324,32.2867
325,29.403
326,25.665
327,26.0363
328,27.5986
329,26.4303
330,31.2292
331,26.9975
332,31.5649
333,26.289
334,25.2317
335,22.7004
336,20.5632
337,20.9736
338,20.7162
339,20.3569
340,19.7132
341,11.2531
342,9.7282
343,15.9097
344,17.7653
345,2.4382
346,24.4919
347,24.5574
348,22.3966
349,22.3492
350,20.7893
351,20.4583
352,20.6199
353,21.7102
354,27.0786
355,26.6907
356,28.1764
357,32.7171
358,26.1455
359,23.2906
360,21.6425
361,21.5445
362,24.9056
363,13.2413
364,12.5382
365,12.1895
366,12.1141
367,-53.4909
368,-6.7991
369,21.1533
370,27.5093
371,25.0674
372,19.6602
373,17.9744
374,18.0285
375,17.4295
376,16.8789
377,17.571
378,17.5007
379,-13.8293
380,15.0019
381,15.3253
382,3.4062
383,-9.968
384,-49.8444
385,7.8044
386,12.7561
387,-85.2282
388,8.768
389,-107.4896
390,24.9575
391,7.9436
392,-14.5627
393,-27.6694
394,-32.966
395,4.2965
396,-0.5639
397,-69.7699
398,2.4459
399,13.8354
400,14.8146
401,19.9202
402,245.1196
403,27.6029
404,29.3472
405,29.1492
406,24.3575
407,22.4937
408,21.8524
409,6.2081
410,3.0732
411,-58.8262
412,-34.5376
413,-47.593
414,15.4544
415,0.9189
416,-4.8773
417,7.0857
418,18.0546
419,17.8054
420,18.0019
421,17.9777
422,18.8169
423,18.9084
424,19.8572
425,20.5541
426,232.1039
427,22.7908
428,22.6856
429,23.2043
430,23.6395
431,23.2256
432,23.647
433,21.0592
434,21.4003
435,21.4266
436,21.0333
437,21.0456
438,20.711
439,25.0354
440,23.6481
441,23.9734
442,24.1882
443,24.968
444,24.1122
445,24.6905
446,23.2183
447,22.2263
448,22.1892
449,22.4523
450,23.6318
451,23.6177
452,22.462
453,21.9613
454,-22.4299
455,7.5069
456,19.6531
457,19.5242
458,18.9833
459,19.0171
460,2.8867
461,-18.4569
462,18.0763
463,21.6115
464,20.1695
465,21.8302
466,22.6963
467,22.1838
468,21.048
469,21.2113
470,21.0658
471,20.8559
472,20.5773
473,21.1169
474,24.2474
475,24.4021
476,24.056
477,23.2562
478,22.2902
479,20.6899
480,19.8938
481,20.0816
482,20.2922
483,20.5046
484,20.805
485,21.5522
486,28.9676
487,24.0587
488,23.2694
489,24.9274
490,25.0895
491,24.3166
492,24.1466
493,22.8964
494,23.0546
495,23.9724
496,28.7476
497,25.2037
498,76.5721
499,23.8526
500,25.1572
501,23.6961
502,21.2306
503,21.0758
504,20.8003
505,21.0098
506,21.0289
507,21.195
508,21.6988
509,22.8925
510,25.6336
511,119.5921
512,24.8159
513,23.4592
514,27.9162
515,25.9813
516,24.9883
517,23.1331
518,23.7553
519,24.0247
520,31.9672
521,25.4846
522,26.3935
523,25.4022
524,24.998
525,24.9177
526,22.5269
527,20.732
528,19.424
529,20.408
530,19.5439
531,20.2994
532,20.2888
533,21.8158
534,23.0043
535,468.3798
536,26.1253
537,24.3487
538,23.7479
539,24.4388
540,23.4645
541,22.5244
542,21.2105
543,20.2016
544,19.8783
545,19.6143
546,21.4609
547,18.8698
548,20.7157
549,-27.5958
550,-69.0017
551,1.9464
552,-67.368
553,-19.5041
554,2.8612
555,1.1598
556,4.7823
557,-16.0303
558,18.673
559,19.9562
560,19.6316
561,23.708
562,624.9751
563,22.5556
564,20.27
565,19.4689
566,-26.6678
567,5.924
568,6.1044
569,18.2524
570,19.9594
571,13.6703
572,18.5745
573,17.3248
574,17.6376
575,15.7063
576,4.477
577,1.1671
578,-60.6319
579,-60.0652
580,-33.1898
581,-0.6062
582,-14.8178
583,2.6418
584,15.5655
585,6.8719
586,8.3599
587,5.7576
588,16.0195
589,15.8505
590,12.4418
591,15.4331
592,15.2746
593,18.4006
594,27.9978
595,23.6356
596,27.009
597,25.7169
598,23.8306
599,22.612
600,20.8281
601,19.7502
602,18.5937
603,10.4106
604,-93.5325
605,-19.1776
606,8.9239
607,-76.5804
608,14.2675
609,20.4999
610,29.7051
611,24.0605
612,21.166
613,18.8715
614,20.7708
615,18.1502
616,19.8296
617,19.9248
618,23.4337
619,24.5458
620,27.3648
621,23.8023
622,22.9318
623,23.494
624,23.0914
625,21.9608
626,21.2182
627,21.1037
628,21.3129
629,21.8009
630,23.9831
631,226.0335
632,24.2153
633,23.2033
634,24.3713
635,24.8118
636,23.4914
637,21.9667
638,20.3201
639,19.417
640,19.1981
641,19.682
642,20.0472
643,17.1142
644,14.6356
645,1.8059
646,-61.3144
647,-28.3737
648,-31.9967
649,13.977
650,12.4932
651,12.971
652,15.0059
653,17.1604
654,17.0586
655,20.5779
656,-11.5899
657,16.8669
658,7.9936
659,21.8607
660,-74.2187
661,35.3076
662,2.0585
663,20.2732
664,23.7244
665,21.4631
666,37.9486
667,22.2422
668,22.6132
669,23.6775
670,-94.1803
671,-13.1633
672,18.0433
673,12.0347
674,14.569
675,9.948
676,0.0028
677,-8.6961
678,-12.9148
679,11.9589
680,-25.6006
681,-67.3469
682,4.9947
683,9.0152
684,6.2827
685,18.1512
686,18.5394
687,18.8501
688,18.8592
689,25.0497
690,49.8355
691,29.1923
692,32.2868
693,52.8677
694,25.7874
695,22.8576
696,21.1515
697,21.8183
698,22.2423
699,22.3199
700,23.8021
701,23.9656
702,23.9752
703,28.2584
704,24.7976
705,0.0001
706,23.9376
707,22.9615
708,23.5377
709,24.8789
710,24.3932
711,22.7174
712,23.1729
713,23.1429
714,27.9357
715,24.1934
716,26.3007
717,25.7492
718,23.5226
719,20.914
720,19.7228
721,19.0096
722,20.2884
723,18.2172
724,17.8317
725,18.4671
726,19.0236
727,19.3098
728,17.0594
729,19.6787
730,19.8127
731,19.3493
732,16.3613
733,18.8364
734,19.4359
735,18.9444
736,19.2386
737,20.1726
738,21.3072
739,20.8898
740,20.8852
741,20.7888
742,20.1319
743,19.2413
744,17.8902
745,19.4994
746,19.2599
747,14.9947
748,-70.9157
749,-6.2963
750,-40.4983
751,13.936
752,-10.5679
753,1.8357
754,16.2504
755,3.3674
756,-19.1846
757,3.9636
758,8.3094
759,5.8776
760,5.7118
761,7.0963
762,17.7006
763,19.1902
764,18.9558
765,19.9952
766,20.1977
767,19.5405
768,20.5176
769,21.9258
770,22.4909
771,24.6994
772,24.3245
773,35.2826
774,26.6345
775,343.6179
776,25.9928
777,26.1325
778,23.8338
779,21.7255
780,21.3601
781,21.7196
782,20.8724
783,20.8991
784,20.6357
785,23.9105
786,28.2335
787,22.1603
788,20.8233
789,21.2635
790,19.1686
791,19.3058
792,18.8135
793,18.6186
794,18.8399
795,19.7586
796,21.1735
797,21.9585
798,22.6355
799,26.8442
800,20.3434
801,21.0744
802,21.5526
803,21.0778
804,19.3632
805,18.8982
806,18.576
807,19.2144
808,19.6253
809,20.0323
810,31.0761
811,21.183
812,20.1498
813,18.5963
814,18.8504
815,18.0246
816,17.2719
817,17.9205
818,18.1599
819,18.2528
820,18.555
821,19.4462
822,21.6875
823,584.0206
824,22.0798
825,25.8231
826,23.2904
827,18.8195
828,19.3192
829,19.4496
830,17.1208
831,19.6635
832,19.4456
833,23.8837
834,25.3171
835,23.1154
836,25.9757
837,23.7558
838,25.1194
839,21.7399
840,21.0361
841,20.8095
842,21.6463
843,21.4935
844,22.095
845,24.2829
846,28.5478
847,33.2355
848,25.7875
849,26.1412
850,24.2249
851,24.4737
852,22.4731
853,22.7727
854,22.1959
855,21.777
856,21.3615
857,21.4629
858,22.4077
859,20.1294
860,8.2863
861,0.2778
862,10.0809
863,2.315
864,4.225
865,6.8255
866,6.7387
867,7.1663
868,15.9009
869,17.4166
870,20.9902
871,19.5279
872,18.3138
873,19.3579
874,20.4594
875,21.252
876,19.8128
877,19.5435
878,19.6195
879,19.0427
880,18.468
881,18.3429
882,18.2172
883,17.9472
884,17.2209
885,16.1762
886,-9.0529
887,-85.0335
888,-66.3765
889,15.2105
890,15.3543
891,15.9535
892,-4.4378
893,1.9402
894,16.1814
895,-28.5072
896,-4.5855
897,14.0018
898,22.0582
899,23.0857
900,20.8604
901,20.306
902,19.5902
903,18.8754
904,18.616
905,18.7479
906,19.0223
907,18.7089
908,17.2824
909,16.9177
910,15.6689
911,15.6623
912,15.4635
913,18.4563
914,17.0901
915,5.6179
916,14.6398
917,-25.3134
918,14.2328
919,14.0252
920,14.4837
921,15.6579
922,18.411
923,18.2145
924,16.6314
925,17.4238
926,18.3986
927,18.591
928,18.5252
929,19.6552
930,21.5081
931,158.298
932,23.1242
933,22.9118
934,21.7988
935,20.4017
936,20.1795
937,19.4105
938,19.5384
939,19.5207
940,19.7461
941,19.9177
942,20.9725
943,658.6054
944,22.6931
945,23.0118
946,24.9708
947,24.5467
948,23.2325
949,22.526
950,22.0397
951,21.3826
952,20.3004
953,19.2388
954,19.8525
955,19.1279
956,15.9053
957,15.8548
958,1.7248
959,-1.1082
960,-41.1902
961,13.579
962,12.4353
963,13.8245
964,14.2859
965,16.2782
966,18.7007
967,34.5445
968,21.2862
969,23.7339
970,23.6209
971,22.5599
972,21.8469
973,21.4533
974,20.8985
975,20.9306
976,21.1495
977,21.2079
978,21.2324
979,21.0142
980,20.724
981,20.4225
982,20.1912
983,17.4934
984,15.7404
985,18.8351
986,15.6222
987,5.9613
988,14.3998
989,-8.02
990,-92.2242
991,8.1462
992,1.5243
993,13.3088
994,16.3223
995,-2.5785
996,16.1424
997,15.718
998,14.4171
999,14.8394
1000,7.9024
1001,18.3543
1002,20.5493
1003,21.3297
1004,21.4803
1005,22.33
1006,21.1614
1007,20.8883
1008,18.4618
1009,19.6473
1010,19.8577
1011,20.1797
1012,20.2282
1013,20.4884
1014,20.6008
1015,21.4407
1016,22.7035
1017,23.2278
1018,24.1461
1019,26.4822
1020,24.0886
1021,22.2516
1022,21.2189
1023,19.4046
1024,19.7256
1025,20.0896
1026,20.9716
1027,20.6236
1028,19.1384
1029,18.4824
1030,10.361
1031,5.8839
1032,5.6621
1033,6.2855
1034,10.837
1035,15.6318
1036,16.1303
1037,17.8779
1038,20.4242
1039,25.9891
1040,21.2113
1041,27.0157
1042,24.8853
1043,23.7656
1044,21.7374
1045,21.2341
1046,20.4492
1047,20.0684
1048,19.8092
1049,20.3305
1050,23.5391
1051,24.1689
1052,23.7872
1053,23.7196
1054,23.0947
1055,20.3235
1056,18.1528
1057,-48.4298
1058,-81.0593
1059,2.597
1060,-21.1638
1061,1.2163
1062,-27.5828
1063,16.3559
1064,0.9268
1065,15.9747
1066,20.2645
1067,17.7176
1068,10.6756
1069,-20.6075
1070,13.3266
1071,15.7216
1072,17.7289
1073,16.8312
1074,18.3175
1075,18.0753
1076,17.2527
1077,17.0636
1078,16.9519
1079,17.8608
1080,17.749
1081,17.5069
1082,17.6924
1083,17.089
1084,18.1051
1085,18.9276
1086,19.0036
1087,19.9191
1088,20.222
1089,20.3911
1090,21.5912
1091,22.5547
1092,22.3641
1093,21.6322
1094,20.3735
1095,19.5608
1096,19.6992
1097,19.7989
1098,21.5871
1099,21.3043
1100,21.7316
1101,21.3146
1102,20.929
1103,19.9213
1104,16.9984
1105,20.4769
1106,20.7958
1107,21.5039
1108,21.3309
1109,21.3605
1110,21.6113
1111,22.439
1112,22.6823
1113,26.9058
1114,31.5286
1115,31.3068
1116,26.1133
1117,24.7288
1118,23.3469
1119,23.3212
1120,22.1386
1121,23.2982
1122,24.465
1123,26.5988
1124,26.6789
1125,24.399
1126,24.017
1127,23.9367
1128,20.9175
1129,20.2099
1130,20.7858
1131,20.8577
1132,20.3337
1133,20.979
1134,20.9127
1135,29.7697
1136,23.1783
1137,25.2161
1138,30.0703
1139,25.4799
1140,-13.4076
1141,-53.8249
1142,3.862
1143,-83.5481
1144,15.7996
1145,17.2569
1146,19.0898
1147,24.8883
1148,23.0977
1149,27.053
1150,26.8446
1151,22.461
1152,21.5382
1153,21.361
1154,20.2845
1155,19.9378
1156,20.3251
1157,22.1032
1158,26.5373
1159,24.7999
1160,24.3274
1161,23.3867
1162,30.8345
1163,27.3844
1164,26.9939
1165,25.5788
1166,24.4799
1167,24.4583
1168,24.2978
1169,24.97
1170,26.0708
1171,26.0903
1172,23.3901
1173,22.4652
1174,22.022
1175,20.9275
1176,20.7439
1177,20.3619
1178,11.2552
1179,-24.5929
1180,18.7327
1181,11.1789
1182,20.7276
1183,21.2077
1184,18.4923
1185,20.1787
1186,15.9454
1187,18.4953
1188,18.5613
1189,18.3268
1190,19.0223
1191,19.4979
1192,19.5988
1193,21.3111
1194,24.3343
1195,20.0772
1196,17.6807
1197,19.075
1198,18.0053
1199,17.0291
1200,15.9887
1201,-5.4906
1202,18.6955
1203,17.0935
1204,18.4301
1205,19.297
1206,20.9706
1207,22.7422
1208,22.3932
1209,23.9808
1210,24.1201
1211,24.1869
1212,24.2901
1213,23.5437
1214,23.6004
1215,23.3982
1216,23.2756
1217,23.4317
1218,23.9299
1219,17.6652
1220,0.5239
1221,10.5983
1222,12.6231
1223,16.6046
1224,5.2114
1225,18.7208
1226,18.0032
1227,17.6457
1228,8.4803
1229,18.8527
1230,20.548
1231,22.2733
1232,22.2728
1233,38.0258
1234,25.419
1235,25.6002
1236,23.4383
1237,25.3637
1238,23.1012
1239,22.6483
1240,21.4773
1241,21.0934
1242,22.2456
1243,22.6201
1244,19.5139
1245,20.7318
1246,12.9817
1247,15.2557
1248,10.2755
1249,10.1313
1250,-13.1768
1251,6.3096
1252,-30.4852
1253,16.21
1254,6.0006
1255,4.6024
1256,-91.4741
1257,-92.7763
1258,8.409
1259,4.2145
1260,6.6968
1261,-18.2432
1262,-65.1709
1263,19.0133
1264,7.7756
1265,18.0403
1266,27.2
1267,38.6305
1268,18.5315
1269,22.4183
1270,24.3618
1271,17.9118
1272,21.3865
1273,21.4181
1274,20.4368
1275,20.8376
1276,21.8976
1277,22.5873
1278,26.1628
1279,527.5774
1280,27.8802
1281,27.7747
1282,26.8341
1283,32.3627
1284,33.2108
1285,30.7006
1286,28.6658
1287,28.221
1288,29.6661
1289,30.3298
1290,35.3019
1291,40.798
1292,36.6655
1293,32.4748
1294,27.8019
1295,24.4655
1296,23.1808
1297,21.693
1298,13.9776
1299,9.211
1300,-36.8426
1301,17.0156
1302,19.9058
1303,-13.884
1304,-72.5177
1305,15.3524
1306,26.0213
1307,26.5956
1308,-1.6751
1309,-15.1878
1310,14.9017
1311,16.702
1312,2.8295
1313,26.9366
1314,33.4956
1315,38.7027
1316,31.5313
1317,29.8144
1318,25.7715
1319,29.9795
1320,26.2826
1321,8.9899
1322,23.1534
1323,27.6291
1324,34.4799
1325,24.6845
1326,27.2721
1327,27.727
1328,26.66
1329,30.9679
1330,44.5113
1331,22.6734
1332,22.7952
1333,-92.1647
1334,-26.3723
1335,-9.8757
1336,-89.5337
1337,-18.8739
1338,-33.8003
1339,13.7439
1340,-91.0156
1341,-58.6743
1342,-45.742
1343,-54.6151
1344,-53.0187
1345,-49.948
1346,-50.8458
1347,-52.2843
1348,-7.48
1349,-31.1799
1350,-6.1278
1351,2.24
1352,9.5859
1353,18.6246
1354,19.9892
1355,21.7613
1356,22.3377
1357,22.7239
1358,21.389
1359,20.4664
1360,20.8697
1361,21.5264
1362,24.3805
1363,31.7385
1364,28.4278
1365,28.0572
1366,27.7887
1367,28.2361
1368,26.1124
1369,24.4577
1370,22.8754
1371,23.4567
1372,24.2354
1373,27.8708
1374,29.1183
1375,919.7435
1376,27.7476
1377,28.8682
1378,26.3841
1379,26.8763
1380,26.499
1381,26.7769
1382,26.9474
1383,25.7352
1384,26.275
1385,26.8274
1386,28.0103
1387,31.3196
1388,27.3728
1389,28.0772
1390,19.925
1391,24.29
1392,23.967
1393,27.0657
1394,23.5845
1395,24.8671
1396,26.8045
1397,26.8777
1398,28.6714
1399,29.1345
1400,232.0591
1401,28.3322
1402,31.0638
1403,35.6034
1404,28.6644
1405,26.4614
1406,28.2175
1407,27.2087
1408,27.2357
1409,28.2864
1410,28.8794
1411,29.7845
1412,26.8466
1413,28.4642
1414,27.2757
1415,27.3206
1416,33.5056
1417,36.0638
1418,35.0165
1419,31.1113
1420,27.8625
1421,28.4736
1422,26.8224
1423,27.2576
1424,26.4162
1425,28.1598
1426,26.9951
1427,24.733
1428,24.3916
1429,25.9183
1430,25.6374
1431,26.9969
1432,26.7911
1433,25.3802
1434,25.7429
1435,31.5406
1436,27.958
1437,25.3384
1438,20.7914
1439,24.2282
1440,22.8129
1441,22.6249
1442,22.9236
1443,23.271
1444,23.4687
1445,25.6469
1446,26.8066
1447,48.318
1448,25.5623
1449,26.5014
1450,23.814
1451,22.8492
1452,21.9983
1453,18.4153
1454,16.5364
1455,7.5802
1456,-16.8664
1457,12.79
1458,13.5586
1459,-124.1868
1460,-91.3403
1461,-92.9802
1462,-79.7418
1463,-30.6774
1464,-38.3185
1465,-36.7392
1466,-29.5821
1467,-42.8976
1468,-20.2864
1469,-1.4133
1470,19.0761
1471,5.053
1472,-5.7804
1473,14.0918
1474,17.1551
1475,22.8407
1476,14.6892
1477,26.2554
1478,16.4953
1479,-42.174
1480,16.8258
1481,14.2583
1482,8.9088
1483,-22.2627
1484,17.9083
1485,13.5921
1486,-1.4287
1487,10.3317
1488,4.1392
1489,-1.6348
1490,15.858
1491,16.9556
1492,15.6011
1493,17.0839
1494,19.4074
1495,20.1864
1496,20.6054
1497,21.6415
1498,23.4698
1499,23.1278
1500,20.3144
1501,25.017
1502,19.3916
1503,6.9637
1504,23.6134
1505,31.6386
1506,28.4508
1507,34.3084
1508,32.0769
1509,31.7396
1510,33.045
1511,33.6008
1512,27.6071
1513,28.3904
1514,29.037
1515,28.4349
1516,30.7274
1517,29.4144
1518,28.9191
1519,30.6065
1520,26.589
1521,32.1202
1522,27.1289
1523,23.9204
1524,23.5053
1525,24.6354
1526,23.9175
1527,22.8286
1528,21.5006
1529,20.5329
1530,21.12
1531,21.9872
1532,18.1326
1533,19.2977
1534,10.0658
1535,2.2282
1536,-45.946
1537,-44.5143
1538,-19.0982
1539,-7.3654
1540,9.5971
1541,6.6614
1542,14.3554
1543,30.0242
1544,22.0452
1545,26.8562
1546,28.6895
1547,24.1744
1548,22.3262
1549,21.0709
1550,19.8649
1551,20.0929
1552,21.0044
1553,20.316
1554,20.5203
1555,17.7722
1556,18.3446
1557,16.0533
1558,-19.6696
1559,-9.0481
1560,-51.1389
1561,-42.181
1562,-37.1482
1563,-12.7578
1564,17.1735
1565,7.6627
1566,9.7291
1567,15.6311
1568,12.8221
1569,22.0618
1570,22.2077
1571,26.5445
1572,22.5635
1573,23.3984
1574,22.2408
1575,19.4457
1576,19.282
1577,19.1728
1578,19.1677
1579,18.5394
1580,-91.7623
1581,-81.6057
1582,-57.6381
1583,4.9452
1584,-85.8581
1585,4.3828
1586,4.802
1587,16.0264
1588,15.0342
1589,17.2836
1590,17.8078
1591,19.8016
1592,19.8656
1593,21.6556
1594,23.0801
1595,24.743
1596,26.8018
1597,22.6663
1598,22.6112
1599,21.4672
1600,21.2557
1601,22.0208
1602,21.6837
1603,-106.5843
1604,-6.3067
1605,-90.5115
1606,13.803
1607,18.8549
1608,-49.2311
1609,8.4117
1610,25.1093
1611,24.2154
1612,25.1725
1613,39.8655
1614,39.6
1615,24.371
1616,26.2642
1617,33.0386
1618,31.3125
1619,28.5575
1620,30.1038
1621,29.1534
1622,28.8867
1623,28.1678
1624,27.8958
1625,27.7301
1626,28.3009
1627,21.8479
1628,-77.6384
1629,-21.3022
1630,15.0319
1631,20.2026
1632,19.6423
1633,20.6195
1634,20.0234
1635,19.2917
1636,20.6257
1637,22.9409
1638,27.1366
1639,26.7167
1640,29.1418
1641,25.3985
1642,25.8525
1643,24.9961
1644,25.6241
1645,26.8702
1646,26.6295
1647,25.1652
1648,25.4627
1649,26.4625
1650,26.3475
1651,24.4436
1652,23.3335
1653,21.297
1654,14.9249
1655,-7.2308
1656,15.317
1657,-23.9389
1658,16.8494
1659,17.2236
1660,18.5012
1661,19.2469
1662,37.739
1663,23.0872
1664,23.8647
1665,24.6063
1666,24.7341
1667,23.7652
1668,24.0718
1669,22.9507
1670,22.5761
1671,24.4883
1672,24.5464
1673,23.7448
1674,24.4073
1675,21.4594
1676,9.5644
1677,-4.6855
1678,-35.6536
1679,-34.2916
1680,-32.4714
1681,13.4864
1682,-7.743
1683,14.7916
1684,15.4412
1685,18.2185
1686,24.8215
1687,-49.1918
1688,6.3482
1689,24.1351
1690,22.4334
1691,-41.7127
1692,21.1739
1693,22.0292
1694,21.9175
1695,21.7048
1696,22.769
1697,24.5712
1698,26.3883
1699,22.1365
1700,19.8061
1701,19.988
1702,15.2182
1703,16.4923
1704,17.121
1705,17.8121
1706,18.4043
1707,21.5156
1708,20.0068
1709,22.0944
1710,23.1989
1711,22.1907
1712,20.818
1713,25.3132
1714,23.8959
1715,19.9329
1716,17.5725
1717,17.2006
1718,-0.512
1719,4.6802
1720,-5.103
1721,-1.66
1722,31.8576
1723,21.6827
1724,-5.4584
1725,18.172
1726,13.8937
1727,-27.3666
1728,14.1318
1729,9.6803
1730,15.4334
1731,15.1154
1732,16.8477
1733,17.5918
1734,18.446
1735,18.3623
1736,19.0423
1737,28.0372
1738,20.6136
1739,19.4627
1740,18.9031
1741,18.7614
1742,19.0968
1743,19.1079
1744,24.4852
1745,20.6271
1746,21.6985
1747,104.2397
1748,25.0103
1749,22.5465
1750,22.811
1751,33.7994
1752,20.559
1753,17.5033
1754,20.0479
1755,22.3958
1756,19.2278
1757,19.5072
1758,19.5707
1759,15.5958
1760,20.1016
1761,20.7112
1762,19.1658
1763,18.7837
1764,19.2042
1765,18.8353
1766,18.7029
1767,18.5278
1768,18.4777
1769,18.9822
1770,18.8998
1771,19.2834
1772,17.0102
1773,0.3422
1774,-75.1481
1775,-34.0829
1776,-38.3116
1777,-42.2784
1778,-28.6538
1779,-20.7609
1780,4.3038
1781,16.0427
1782,8.3857
1783,17.236
1784,10.2632
1785,20.6145
1786,19.8447
1787,13.0198
1788,9.5164
1789,16.6649
1790,14.507
1791,-98.9059
1792,16.8931
1793,-72.4059
1794,16.9329
1795,18.6352
1796,16.1119
1797,11.4211
1798,-0.5945
1799,-35.5294
1800,9.7406
1801,-95.4362
1802,0.0029
1803,9.782
1804,16.8166
1805,4.9869
1806,11.0945
1807,-2.6357
1808,15.0376
1809,9.7205
1810,14.1134
1811,16.5489
1812,204.0848
1813,19.1904
1814,18.3631
1815,19.9675
1816,18.6995
1817,19.1405
1818,22.6968
1819,601.1734
1820,23.6715
1821,20.3848
1822,21.202
1823,20.0255
1824,20.6511
1825,20.7937
1826,20.4133
1827,20.1943
1828,20.3274
1829,20.5335
1830,25.138
1831,21.9421
1832,22.3937
1833,23.6816
1834,23.6869
1835,23.793
1836,23.8628
1837,23.0752
1838,22.8931
1839,23.8895
1840,23.4318
1841,22.314
1842,23.645
1843,28.1043
1844,22.8202
1845,20.8926
1846,19.5288
1847,18.3796
1848,18.2577
1849,18.3942
1850,20.8347
1851,19.7813
1852,23.2944
1853,28.419
1854,38.8401
1855,23.637
1856,25.8056
1857,28.2657
1858,28.7757
1859,25.8518
1860,26.0714
1861,22.4248
1862,22.1244
1863,20.2644
1864,21.2514
1865,20.9531
1866,20.6971
1867,25.3009
1868,22.6139
1869,23.9426
1870,22.731
