STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,FMTM,PGTM,WDF2,WDF5,WSF2,WSF5
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/18/2015,12.75,,,190,30,25.9,34
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/19/2015,10.74,,,10,20,21.9,29.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/20/2015,9.17,,,180,180,21.9,28
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/21/2015,14.09,,,160,170,23.9,31.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/22/2015,17.22,,,180,180,29.1,36
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/23/2015,13.2,,,30,40,28,35.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/24/2015,5.37,,,130,170,13,18.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/25/2015,8.05,,,190,180,17,25.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/26/2015,9.62,,,180,190,18.1,23
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/27/2015,17.22,,,200,180,28,36
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/28/2015,9.84,,,180,170,23,29.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/29/2015,5.82,,,20,20,18.1,21.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/30/2015,4.7,,,140,60,12.1,15
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/31/2015,11.41,,,180,180,29.1,36.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/1/2015,17.22,,,190,190,25.9,40.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/2/2015,19.01,,,170,200,25.1,33.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/3/2015,19.91,,,170,180,30,38
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/4/2015,16.78,,,170,200,25.1,34
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/5/2015,15.66,,,200,160,23.9,29.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/6/2015,14.54,,,180,180,21.9,28
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/7/2015,14.09,,,180,250,23,30
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/8/2015,7.61,,,180,190,19.9,23.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/9/2015,6.71,,,150,150,15,18.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/10/2015,10.07,,,260,260,21.9,31.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/11/2015,12.08,,,200,190,33.1,44.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/12/2015,10.51,,,200,190,23,29.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/13/2015,19.91,,,170,170,33.1,40
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/14/2015,24.16,,,180,180,40.9,49
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/15/2015,20.8,,,180,170,36,42.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/16/2015,23.71,,,180,170,33.1,42.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/17/2015,19.46,,,180,170,30,36
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/18/2015,17,,,20,10,25.9,33.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/19/2015,7.61,,,20,30,15,19.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/20/2015,13.42,,,150,160,23.9,29.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/21/2015,14.76,,,190,190,23,29.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/22/2015,14.76,,,160,160,21,28
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/23/2015,12.3,,,150,200,21,25.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/24/2015,8.95,,,170,170,17,21.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/25/2015,5.37,,,40,30,14.1,19.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/26/2015,4.92,,,330,330,13,16.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/27/2015,8.5,,,200,200,19.9,23
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/28/2015,9.84,,,190,170,18.1,25.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/29/2015,5.37,,,30,40,18.1,23.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,9/30/2015,6.71,,,50,30,16.1,19.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/1/2015,9.17,,,160,140,16.1,21
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/2/2015,4.92,,,90,,10.1,
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/3/2015,5.82,,,290,150,19.9,25.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/4/2015,4.25,,,280,220,8.9,14.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/5/2015,6.71,,,200,190,15,17
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/6/2015,8.5,,,190,180,21.9,30
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/7/2015,7.61,,,160,170,16.1,21
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/8/2015,5.37,,,180,210,16.1,34
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/9/2015,7.16,,,20,30,17,21.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/10/2015,13.2,,,180,190,23,30
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/11/2015,10.07,,,200,180,21.9,27.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/12/2015,11.41,,,30,30,25.9,34
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/13/2015,5.59,,,240,230,15,19.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/14/2015,7.38,,,180,170,16.1,19.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/15/2015,12.08,,,60,40,28,35.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/16/2015,8.72,,,60,60,23,32
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/17/2015,12.3,,,160,150,23.9,30
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/18/2015,21.03,,,180,180,28,35.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/19/2015,23.94,,,180,180,36,42.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/20/2015,15.43,,,200,210,29.1,35.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/21/2015,9.4,,,160,160,21.9,27.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/22/2015,15.66,,,150,240,30,40.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/23/2015,12.53,,,200,200,23.9,28
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/24/2015,8.28,,,10,360,16.1,23
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/25/2015,4.25,,,70,70,8.9,12.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/26/2015,5.14,,,130,140,14.1,16.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/27/2015,6.93,,,340,350,33.1,40
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/28/2015,10.51,,,320,330,23.9,32
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/29/2015,8.95,,,70,70,21,28
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/30/2015,6.71,,,260,260,21.9,21.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,10/31/2015,9.17,,,330,310,16.1,23
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/1/2015,7.61,,,170,170,15,19
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/2/2015,12.53,,,170,170,23.9,29.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/3/2015,20.13,,,170,170,25.1,35.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/4/2015,19.69,,,180,170,33.1,42.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/5/2015,13.87,,,250,240,30,38
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/6/2015,6.04,,,140,150,18.1,23
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/7/2015,3.8,,,60,80,13,16.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/8/2015,10.74,,,180,170,23,31.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/9/2015,19.01,,,180,170,29.1,38
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/10/2015,19.69,,,180,180,29.1,36
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/11/2015,20.13,,,270,280,42.9,53.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/12/2015,5.37,,,330,340,13,18.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/13/2015,10.74,,,200,170,23,29.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/14/2015,14.54,,,200,190,28,34
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/15/2015,20.8,,,180,180,31.1,38
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/16/2015,24.61,,,220,210,47,61.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/17/2015,16.33,,,310,310,29.1,38
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/18/2015,12.97,,,350,360,25.9,33.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/19/2015,6.93,,,360,350,16.1,21.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/20/2015,16.11,,,200,360,31.1,38.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/21/2015,13.42,,,360,350,33.1,42.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/22/2015,6.93,,,180,180,18.1,21.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/23/2015,11.63,,,180,180,25.9,35.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/24/2015,20.36,,,170,170,23.9,36.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/25/2015,22.82,,,190,190,32,38.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/26/2015,14.76,,,10,360,25.1,32
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/27/2015,17.22,,,10,10,25.1,34
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/28/2015,8.72,,,10,10,17,21.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/29/2015,6.49,,,360,360,13,14.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,11/30/2015,5.59,,,290,290,18.1,23
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/1/2015,7.38,,,230,240,14.1,17
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/2/2015,8.95,,,320,310,18.1,21.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/3/2015,5.59,,,160,170,13,14.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/4/2015,15.66,,,170,180,31.1,38.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/5/2015,17.22,,,180,180,29.1,36
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/6/2015,7.16,,,180,180,17,19.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/7/2015,7.38,,,190,190,18.1,21.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/8/2015,9.17,,,350,350,23,29.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/9/2015,11.86,,,210,210,19.9,36
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/10/2015,10.96,,,30,20,21.9,31.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/11/2015,10.96,,,180,180,25.9,32
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/12/2015,7.16,,,360,10,21.9,25.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/13/2015,12.53,,,40,30,28,36.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/14/2015,10.96,,,300,280,21.9,27.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/15/2015,18.12,,,250,250,36.9,45
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/16/2015,9.4,,,350,330,18.1,25.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/17/2015,6.49,,,40,40,18.1,23
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/18/2015,10.96,,,200,210,23.9,29.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/19/2015,14.76,,,190,190,28,34
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/20/2015,22.59,,,200,200,35.1,42.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/21/2015,5.82,,,170,170,17,21
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/22/2015,20.8,,,190,200,31.1,38
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/23/2015,10.96,,,200,200,23,28
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/24/2015,8.5,,,200,180,21.9,32
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/25/2015,10.29,,,160,160,25.1,33.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/26/2015,20.13,,,360,360,38.9,50.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/27/2015,25.72,,,10,10,38,51
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/28/2015,14.76,,,10,10,36,48.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/29/2015,4.7,,,150,130,10.1,14.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/30/2015,4.25,,,180,180,10.1,12.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,12/31/2015,4.25,,,10,20,10.1,12.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/1/2016,7.38,,,280,310,12.1,15
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/2/2016,6.71,,,320,320,13,18.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/3/2016,5.82,,,340,350,13,18.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/4/2016,6.26,,,150,150,12.1,16.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/5/2016,15.21,,,180,170,29.1,36
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/6/2016,19.91,,,170,180,30,38
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/7/2016,9.17,,,180,170,21.9,27.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/8/2016,10.96,,,10,10,19.9,25.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/9/2016,12.08,,,360,350,23,29.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/10/2016,5.82,,,210,200,16.1,19
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/11/2016,9.84,,,280,280,16.1,19
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/12/2016,5.82,,,70,70,12.1,14.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/13/2016,4.03,,,190,190,13,14.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/14/2016,5.37,,,200,200,17,21.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/15/2016,6.71,,,340,340,13,16.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/16/2016,5.82,,,280,310,13,17
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/17/2016,9.17,,,60,60,21,25.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/18/2016,10.74,,,190,200,21.9,27.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/19/2016,13.2,,,180,180,29.1,36
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/20/2016,8.5,,,170,170,25.1,30
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/21/2016,14.32,,,350,340,25.9,33.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/22/2016,8.72,,,360,350,18.1,23
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/23/2016,12.75,,,170,180,25.9,33.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/24/2016,15.88,,,180,170,25.9,33.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/25/2016,13.65,,,330,330,32,42.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/26/2016,5.82,,,10,340,15,21
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/27/2016,6.71,,,250,250,14.1,18.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/28/2016,8.5,,,300,300,18.1,23.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/29/2016,11.41,,,340,340,29.1,35.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/30/2016,13.2,,,180,180,29.1,35.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,1/31/2016,9.84,,,330,330,28,34
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/1/2016,8.72,,,260,260,30,36.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/2/2016,19.24,,,300,320,31.1,40
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/3/2016,10.07,,,350,330,21.9,25.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/4/2016,9.4,,,250,280,21,25.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/5/2016,11.41,,,160,360,25.1,30
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/6/2016,10.51,,,200,190,23,29.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/7/2016,12.08,,,340,350,30,36
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/8/2016,18.79,,,340,350,38,49
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/9/2016,8.95,,,360,350,18.1,23.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/10/2016,9.4,,,270,290,25.9,28
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/11/2016,5.37,,,170,170,13,16.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/12/2016,8.05,,,90,90,15,19.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/13/2016,9.17,,,180,190,25.9,33.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/14/2016,5.82,,,350,340,19.9,25.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/15/2016,10.74,,,270,240,21.9,27.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/16/2016,8.72,,,360,350,25.9,33.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/17/2016,13.2,,,170,170,29.1,36
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/18/2016,22.59,,,190,210,36.9,46.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/19/2016,9.62,,,200,200,29.1,34
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/20/2016,8.95,,,350,350,17,21.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/21/2016,8.95,,,20,40,23.9,31.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/22/2016,6.71,,,120,110,15,19.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/23/2016,13.87,,,10,360,31.1,40
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/24/2016,12.08,,,300,290,23.9,31.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/25/2016,7.61,,,350,350,23,32
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/26/2016,8.5,,,250,250,30,34
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/27/2016,16.33,,,200,200,31.1,40
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,2/28/2016,13.42,,,190,200,35.1,44.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/1/2016,11.41,,,360,10,33.1,48.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/2/2016,17,,,200,200,38.9,46.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/3/2016,11.41,,,360,330,23,32
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/4/2016,13.65,,,200,220,33.1,42.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/5/2016,9.62,,,170,170,23,29.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/6/2016,23.94,,,170,200,36.9,48.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/7/2016,19.46,,,180,180,29.1,36.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/8/2016,9.4,,,180,170,23,29.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/9/2016,3.8,,,90,70,12.1,15
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/10/2016,7.83,,,50,50,18.1,23.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/11/2016,6.93,,,100,100,16.1,19.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/12/2016,11.86,,,170,170,23.9,28
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/13/2016,8.05,,,50,60,21,27.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/14/2016,9.17,,,240,240,25.9,33.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/15/2016,13.2,,,350,310,31.1,38.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/16/2016,4.92,,,50,50,12.1,15
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/17/2016,7.61,,,150,170,19.9,27.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/18/2016,16.78,,,30,40,30,36
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/19/2016,9.17,,,330,340,23,33.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/20/2016,8.28,,,170,180,17,21.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/21/2016,24.61,,1215,220,200,35.1,44.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/22/2016,23.49,,1513,210,210,36,45
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/23/2016,27.51,,1057,230,230,44.1,55.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/24/2016,16.55,,,330,350,40,53.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/25/2016,18.34,,,170,170,36.9,48.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/26/2016,17.22,,,10,10,29.1,38.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/27/2016,8.5,,,340,340,18.1,23
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/28/2016,18.34,,,170,170,31.1,40
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/29/2016,24.61,,,170,180,38,47
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/30/2016,20.36,,,170,170,36.9,47
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/31/2016,12.75,,,330,330,30,38
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/1/2016,10.51,,,340,350,28,36
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/2/2016,10.51,,,310,310,25.1,31.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/3/2016,13.42,,,210,210,30,38.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/4/2016,8.95,,,70,70,16.1,23.9
