,Value
0,18.2072
1,24.598
2,10.1299
3,5.5588
4,7.891
5,15.9066
6,8.0776
7,5.279
8,10.4097
9,11.9443
10,17.5682
11,27.5352
12,34.1692
13,44.3046
14,16.1622
15,3.6931
16,5.0924
17,3.8797
18,0.4967
19,6.1185
20,3.0401
21,0.5793
22,4.1595
23,7.1447
24,0.3482
25,5.4655
26,0.4417
27,0.0
28,0.0
29,12.0721
30,7.891
31,0.8945
32,13.3503
33,0.1172
34,0.0
35,0.2382
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,10.6896
45,5.4655
46,0.0
47,0.0
48,0.0
49,0.2657
50,4.0662
51,0.1887
52,17.4403
53,11.8165
54,0.4912
55,3.5998
56,1.5475
57,0.5353
58,13.8615
59,11.1774
60,17.4403
61,12.4555
62,19.6132
63,17.4403
64,24.2146
65,30.1151
66,48.3671
67,76.0395
68,184.8918
69,198.6
70,198.6
71,198.6
72,198.6
73,198.6
74,198.6
75,198.3206
76,197.9744
77,160.3021
78,153.9579
79,197.8013
80,196.8492
81,103.6529
82,74.434
83,51.0857
84,22.6808
85,10.9694
86,2.0139
87,0.4032
88,0.2492
89,0.0842
90,0.3482
91,14.3728
92,68.8799
93,83.7455
94,17.5682
95,37.302
96,49.3557
97,90.8095
98,99.7999
99,72.8341
100,52.3214
101,76.3605
102,190.8532
103,196.9358
104,155.9765
105,131.8124
106,198.6
107,198.6
108,198.6
109,198.6
110,198.6
111,198.6
112,197.7666
113,198.6
114,198.6
115,198.6
116,198.6
117,193.9001
118,144.4302
119,112.1846
120,97.8734
121,142.3273
122,128.3074
123,118.8441
124,127.6064
125,126.555
126,196.1521
127,194.0325
128,145.4817
129,88.8829
130,94.6625
131,106.2216
132,28.8252
133,18.8463
134,14.884
135,5.3722
136,6.0252
137,0.5903
138,0.2492
139,9.5701
140,4.9991
141,0.0
142,0.1777
143,26.7981
144,14.884
145,155.6881
146,180.4883
147,187.2763
148,198.4763
149,197.4031
150,198.6
151,198.6
152,198.6
153,198.6
154,198.6
155,198.6
156,198.6
157,194.0325
158,174.4324
159,106.8638
160,79.2503
161,34.9064
162,17.696
163,7.891
164,0.4692
165,0.3207
166,0.2822
167,14.245
168,54.5457
169,134.9669
170,184.7593
171,174.1441
172,190.8532
173,194.2975
174,196.6934
175,192.1779
176,198.6
177,198.6
178,198.6
179,198.6
180,193.3702
181,156.8416
182,66.6556
183,39.1448
184,40.0662
185,37.302
186,62.207
187,41.909
188,1.9206
189,184.6268
190,188.4686
191,197.6108
192,197.3512
193,196.7973
194,196.4171
195,193.5026
196,172.9906
197,144.4302
198,114.9886
199,99.7999
200,105.5794
201,170.1068
202,170.1068
203,65.9142
204,25.8767
205,8.4507
206,0.6068
207,0.5628
208,0.0
209,0.0
210,0.0
211,0.0
212,0.1062
213,0.5463
214,10.0366
215,32.695
216,124.452
217,183.4346
218,197.6108
219,196.8319
220,189.5284
221,190.0583
222,186.614
223,153.6695
224,162.3207
225,184.0969
226,192.3104
227,196.7626
228,196.2846
229,198.6
230,198.6
231,198.6
232,198.0609
233,193.1052
234,198.6
235,198.6
236,197.7147
237,198.5456
238,197.9744
239,191.9129
240,195.3573
241,197.6108
242,195.6222
243,198.1648
244,196.8492
245,185.1567
246,151.0741
247,121.9985
248,125.854
249,133.2144
250,109.4325
251,66.4084
252,47.3786
253,24.4702
254,6.7715
255,0.5298
256,0.1557
257,0.0
258,0.0
259,0.0
260,0.2822
261,8.2641
262,24.3424
263,40.4347
264,91.7727
265,142.3273
266,154.2462
267,151.3625
268,187.9387
269,185.0243
270,187.8062
271,176.4511
272,157.9951
273,167.7998
274,170.3952
275,153.0927
276,149.6322
277,145.1312
278,127.9569
279,59.4885
280,52.8157
281,65.4199
282,95.3047
283,72.3398
284,77.0027
285,73.3284
286,56.2756
287,57.0171
288,41.3561
289,72.3398
290,88.5618
291,27.7195
292,21.5304
293,24.3424
294,33.2479
295,36.9334
296,25.1093
297,0.7079
298,0.0
299,0.0
300,0.0
301,0.0
302,0.1612
303,0.1062
304,0.0
305,0.0
306,3.0401
307,18.2072
308,14.245
309,8.0776
310,2.4803
311,2.2005
312,0.0
313,0.0
314,0.0
315,0.0
316,0.1557
317,0.0
318,0.2547
319,0.5903
320,4.8125
321,0.1117
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0072
330,10.3164
331,21.5304
332,27.5352
333,31.7736
334,31.5893
335,31.7736
336,50.8385
337,118.4936
338,139.8738
339,104.9373
340,101.7264
341,180.7767
342,169.8185
343,155.3997
344,159.7253
345,68.3856
346,56.0285
347,58.7471
348,57.5114
349,44.3046
350,41.5404
351,35.6435
352,36.7491
353,28.2723
354,2.6669
355,0.3317
356,4.9058
357,23.0642
358,66.6556
359,115.6896
360,109.4325
361,87.5986
362,88.5618
363,117.7926
364,99.7999
365,181.6418
366,185.1567
367,198.6
368,198.4244
369,193.5026
370,145.1312
371,124.8025
372,135.6678
373,162.6091
374,175.2976
375,183.9645
376,193.2377
377,196.1521
378,197.6108
379,198.6
380,198.6
381,198.6
382,198.6
383,198.6
384,198.6
385,197.5935
386,198.6
387,196.7453
388,173.8557
389,133.2144
390,197.2993
391,198.6
392,198.6
393,198.6
394,197.5762
395,198.6
396,198.6
397,198.6
398,198.6
399,198.6
400,198.6
401,173.5673
402,116.7411
403,41.7247
404,23.9589
405,23.4477
406,24.2146
407,3.4132
408,3.6931
409,90.1673
410,168.0882
411,198.6
412,198.6
413,198.6
414,198.6
415,198.6
416,198.6
417,198.6
418,198.6
419,198.6
420,198.4937
421,148.9867
422,70.3627
423,23.192
424,17.8238
425,62.4542
426,55.2871
427,57.7585
428,74.434
429,59.2413
430,19.3576
431,2.8535
432,9.7567
433,7.9843
434,0.1282
435,10.6896
436,2.0139
437,0.3317
438,9.3836
439,11.6887
440,9.7567
441,13.8615
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,0.0732
448,0.4802
449,8.0776
450,34.9064
451,90.8095
452,74.1129
453,135.6678
454,114.6381
455,136.3688
456,165.7812
457,142.6778
458,128.3074
459,135.3174
460,123.4005
461,75.0762
462,119.545
463,72.8341
464,53.0628
465,75.7184
466,120.947
467,143.7293
468,102.0475
469,67.6442
470,36.3806
471,26.6138
472,35.6435
473,35.2749
474,41.5404
475,8.1708
476,2.3871
477,7.4246
478,11.6887
479,28.2723
480,42.0932
481,57.5114
482,46.6371
483,31.0365
484,84.3877
485,90.4884
486,82.7823
487,64.6785
488,40.2504
489,23.9589
490,40.8033
491,12.1999
492,2.3871
493,0.3592
494,0.3977
495,1.9206
496,3.0401
497,7.6111
498,22.8086
499,36.7491
500,25.6924
501,34.7221
502,34.9064
503,33.2479
504,27.7195
505,10.3164
506,1.4542
507,5.4655
508,2.8535
509,0.4032
510,0.0
511,14.884
512,36.1963
513,22.553
514,15.3953
515,10.6896
516,32.1422
517,54.2985
518,43.1989
519,41.1718
520,15.0119
521,3.1334
522,4.5327
523,26.2453
524,17.8238
525,7.0514
526,0.0
527,0.0
528,0.5463
529,53.8042
530,75.7184
531,110.7826
532,147.5847
533,153.0927
534,133.5649
535,146.8837
536,159.7253
537,38.5919
538,13.7337
539,19.2298
540,23.8311
541,36.7491
542,39.6976
543,48.8614
544,55.2871
545,57.0171
546,139.8738
547,184.7593
548,189.2635
549,190.0583
550,152.8044
551,183.6995
552,197.4897
553,198.6
554,191.7805
555,146.5332
556,132.5134
557,137.0698
558,167.7998
559,151.0741
560,117.4421
561,36.3806
562,8.3574
563,19.1019
564,46.6371
565,102.3686
566,136.3688
567,153.0927
568,170.3952
569,121.2975
570,144.0797
571,186.7464
572,178.7581
573,83.7455
574,133.2144
575,153.9579
576,196.7973
577,197.6108
578,198.3206
579,197.23
580,182.7722
581,185.8191
582,151.9392
583,162.3207
584,159.7253
585,174.1441
586,197.5416
587,198.6
588,198.6
589,198.6
590,198.6
591,198.6
592,198.6
593,116.3906
594,103.974
595,87.9197
596,53.31
597,16.4178
598,0.2602
599,0.2437
600,10.6896
601,45.7788
602,181.9774
603,185.6866
604,189.3959
605,196.5496
606,196.4171
607,197.8532
608,191.3831
609,160.5905
610,99.4788
611,89.204
612,132.8639
613,155.9765
614,157.7067
615,136.3688
616,62.9485
617,58.4999
618,52.3214
619,28.8252
620,18.4629
621,34.3535
622,29.0094
623,22.2973
624,9.4769
625,14.5006
626,56.5228
627,77.3238
628,95.3047
629,136.0183
630,75.3973
631,49.3557
632,67.6442
633,35.0906
634,3.7864
635,9.5701
636,13.8615
637,56.0285
638,72.0927
639,76.6816
640,64.1842
641,105.5794
642,161.1672
643,161.744
644,159.1486
645,175.2976
646,188.866
647,198.6
648,198.6
649,198.6
650,198.5283
651,190.5882
652,195.6222
653,193.7676
654,198.6
655,198.6
656,197.5935
657,154.5346
658,157.9951
659,103.3318
660,44.6731
661,33.4321
662,49.6028
663,45.7788
664,13.6059
665,0.0
666,7.0514
667,30.668
668,44.1203
669,163.1858
670,142.6778
671,167.2231
672,155.3997
673,137.4203
674,160.0137
675,113.9371
676,182.1098
677,194.9599
678,197.0915
679,198.6
680,197.9917
681,198.6
682,198.6
683,198.3725
684,193.1052
685,163.1858
686,182.2423
687,143.7293
688,114.9886
689,71.3513
690,83.1034
691,85.9932
692,76.0395
693,68.1384
694,100.121
695,103.6529
696,31.9579
697,16.9291
698,11.1774
699,17.0569
700,20.7635
701,10.8762
702,7.9843
703,10.0366
704,25.2371
705,16.6735
706,15.7787
707,16.9291
708,23.9589
709,9.0104
710,9.6634
711,9.197
712,2.2938
713,4.1595
714,18.7185
715,21.5304
716,15.1397
717,35.2749
718,43.5675
719,49.1085
720,41.909
721,44.1203
722,46.6371
723,30.4837
724,24.4702
725,29.9308
726,35.8278
727,71.1041
728,104.2951
729,89.204
730,110.7826
731,132.8639
732,127.6064
733,114.2876
734,140.9253
735,133.5649
736,145.4817
737,120.947
738,84.0666
739,112.8856
740,94.0203
741,80.5347
742,56.2756
743,48.12
744,64.9256
745,85.351
746,121.2975
747,149.9206
748,197.0742
749,198.6
750,198.6
751,198.6
752,198.6
