Profits,VAR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
100798895.4,4612974.301,6.376628362,0.889934867,15.8024285,0.088133306,27.09805764,7.823730582,0.002795421,4.314960932,0.133057575,6.994825401,0.220389457,2.496719568,12.38664143,7.406768167,1.975878496,1.27781466,3.925920036,22.33142339,72.85331202,27.91361754,0.009379487,0.309807787,0.46854271,5.422750334
100798880,4612975.1,6.376628362,0.889934867,15.8024285,0.087255461,27.09805764,7.823730582,0.002795421,4.314960932,0.133057575,6.994825401,0.220389457,2.47137077,12.38664143,7.406768167,1.975878496,1.27781466,3.925920036,22.35028281,72.85331202,27.91361754,0.009379487,0.309807787,0.486460813,5.422750334
100798118.5,4613079.28,6.492556062,0.889934867,15.8024285,0.087983066,27.09805764,7.823730582,0.002795421,4.320927746,0.133057575,6.993818611,0.220389457,2.343522414,11.00022615,7.406768167,1.975878496,1.27781466,3.925920036,22.33142339,72.85331202,27.91361754,0.009379487,0.309807787,0.46854271,5.422750334
100907700.4,4613218.211,6.824268454,0.718115462,15.10292775,0.083446416,27.09447078,7.475632101,0.008340689,1.188145297,0.132616023,7.146271805,2.659383247,2.394983642,0.485520755,7.431058677,1.97317214,0.46939856,3.924286298,19.39242238,64.20412639,27.88673768,0.004175218,0.308537807,0.115163889,5.424883947
100888950.8,4613893.813,6.824268454,0.887215391,15.10292775,0.060706245,27.54365655,7.475632101,0.004769107,4.091211154,0.115897137,6.98726971,2.659383247,2.394983642,0.366489612,7.431058677,1.97317214,0.445209297,3.924286298,19.39354592,68.62981401,27.88673768,0.000349721,0.308569416,0.15755547,5.424883947
100816265.1,4614105.424,6.388558583,0.891421389,21.22360295,1.50500841,27.09805764,7.518178743,0.224115132,4.000824106,0.133057575,6.993813143,0.279773701,2.394983642,8.470986591,7.406768167,2.221600734,1.27781466,6.463773109,22.52977616,72.85331202,27.88801838,0.004274322,0.309807787,1.574553756,5.422750334
100816677.9,4614189.06,6.388558583,0.891421389,21.35696012,1.50500841,27.09805764,7.518178743,0.224115132,4.000824106,0.133057575,6.993813143,0.279773701,2.394983642,8.470986591,7.406768167,2.221600734,1.27781466,6.463773109,22.52977616,72.85331202,27.88801838,0.004270948,0.309807954,1.574553756,5.422750334
100742008.4,4614724.046,4.691656147,0.891421389,21.22360295,0.082394305,27.09805764,7.518178743,0.224115132,4.000824106,0.133057575,6.993813143,0.323449119,2.395298661,8.470986591,7.406768167,1.975878496,1.27781466,2.333140512,22.52977616,72.85331202,27.88801838,0.009023955,0.309807787,1.574553756,8.408127509
100799944.4,4616342.233,6.388558583,0.891421389,21.22360295,0.082394305,27.09805764,7.518178743,0.224115132,4.000824106,0.133057575,6.993813143,0.279773701,2.394983642,8.470986591,7.406768167,1.975878496,1.27781466,2.08553494,22.52977616,72.85331202,27.88801838,0.004274322,0.309807787,1.574553756,5.422750334
100742823.5,4616344.521,6.388558583,0.891421389,21.22360295,0.082394305,27.09805764,7.518178743,0.224115132,4.000824106,0.132520674,6.993813143,0.279773701,2.395298661,8.470986591,7.406768167,1.975878496,1.27781466,2.333140512,22.52977616,72.85331202,27.88801838,0.008993246,0.309807787,1.574553756,8.408127509
100742828.3,4616344.536,6.388558583,0.891421389,21.22360295,0.082394305,27.09805764,7.518178743,0.224115132,4.000824106,0.133057575,6.993813143,0.279773701,2.395298661,8.470986591,7.406768167,1.975878496,1.27781466,2.333140512,22.52977616,72.85331202,27.88801838,0.009023955,0.309807787,1.574553756,8.408127509
